Subtopic,Question Number,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Difficulty
Summary Conventions and Examples,173,"In the 'Lion and Mouse' summary, what is excluded?",The lion's mercy,The lion's roar,The hunters' net size,The mouse's help,C,The net's size is a minor detail omitted.,3
Summary Conventions and Examples,174,What must you do if you quote in a summary?,Use quotation marks and cite,Omit citation,Copy without marks,Include many quotes,B,Quotation marks and citation are required.,4
Summary Conventions and Examples,175,You're summarizing a 750-word article. What is an ideal summary length?,250 words,750 words,375 words,125 words,A,"A summary is one-third the original, so 250 words.",5
Summary Conventions and Examples,176,"In the 'Lion and Mouse' summary, why is the lion's roar significant?",It's a minor detail,It's a main idea,It's a direct quote,It's unrelated,B,The lion's roar is a main idea leading to the mouse's help.,6
Summary Conventions and Examples,177,What is a convention of summary writing?,Using many quotes,Keeping it concise,Including all details,Writing in fragments,B,Summaries must be concise and focused.,7
Summary Conventions and Examples,178,You're summarizing a text. What should you avoid?,Citing quotes,Using your own words,Avoiding plagiarism,Using the author's words without citation,D,Using the author's words without citation is plagiarism.,8
Summary Conventions and Examples,179,"In the one-sentence 'Lion and Mouse' summary, what is emphasized?",The lion's den,The mouse's kindness repayment,The forest's size,The hunters' net,B,The focus is the mouse's repayment of kindness.,9
Summary Conventions and Examples,180,What is a challenge in following summary conventions?,Writing in complete sentences,Keeping the summary short,Including main ideas,Avoiding quotes,B,Keeping the summary short is challenging.,10
Summary Conventions and Examples,181,What is a summary's length compared to the original?,One-third the original,Same length,Double the length,Half the length,A,A summary is typically one-third the original length.,1
Summary Conventions and Examples,182,How should a summary be written?,In complete sentences,In bullet points,With extensive quotes,In incomplete sentences,B,Complete sentences ensure a clear summary.,2
Summary Conventions and Examples,183,"In the 'Lion and Mouse' summary, what is omitted?",The lion's mercy,The mouse's help,The forest's description,The lion's roar,C,The forest's description is a minor detail omitted.,3
Summary Conventions and Examples,184,What is required when quoting in a summary?,No citation,Quotation marks and citation,Extensive quoting,Omitting the quote,B,Quotation marks and citation prevent plagiarism.,4
Summary Conventions and Examples,185,You're summarizing a 300-word story. What is an ideal summary length?,100 words,300 words,150 words,50 words,A,"A summary is one-third the original, so 100 words.",5
Summary Conventions and Examples,186,"In the 'Lion and Mouse' summary, why is the mouse's help included?",It's a minor detail,It's a main idea,It's a quote,It's unrelated,B,The mouse's help is a main idea in the story.,6
Summary Conventions and Examples,187,What is a key rule for summaries?,Include all details,Keep it concise,Use many quotes,Write in fragments,B,Summaries must be concise and focused.,7
Summary Conventions and Examples,188,You're summarizing a text. What should you avoid?,Citing quotes,Using your own words,Avoiding plagiarism,Using the author's words without citation,D,Using the author's words without citation is plagiarism.,8
Summary Conventions and Examples,189,"In the 'Lion and Mouse' summary, what is a main idea?",The lion's sleep,The mouse's repayment,The net's material,The forest's size,B,The mouse's repayment is a main idea.,9
Summary Conventions and Examples,190,What is a challenge in summary writing?,Writing complete sentences,Maintaining brevity,Including main points,Avoiding quotes,B,Maintaining brevity is challenging.,10
Summary Conventions and Examples,191,What is the typical length of a summary?,One-third the original,Same as the original,Double the original,Half the original,A,A summary is typically one-third the original length.,1
Summary Conventions and Examples,192,How should a summary be structured?,In complete sentences,In bullet points,With extensive quotes,In incomplete sentences,B,Complete sentences ensure a clear summary.,2
Summary Conventions and Examples,193,"In the 'Lion and Mouse' summary, what is omitted?",The lion's mercy,The mouse's help,The hunters' net size,The lion's roar,C,The net's size is a minor detail omitted.,3
Summary Conventions and Examples,194,What must you do if you quote in a summary?,Use quotation marks and cite,Omit citation,Copy without marks,Include many quotes,B,Quotation marks and citation are required.,4
Summary Conventions and Examples,195,You're summarizing a 1200-word article. What is an ideal summary length?,400 words,1200 words,600 words,200 words,A,"A summary is one-third the original, so 400 words.",5
Summary Conventions and Examples,196,"In the 'Lion and Mouse' summary, why is the lion's capture significant?",It's a minor detail,It's a main idea,It's a quote,It's unrelated,B,The lion's capture is a main idea driving the plot.,6
Summary Conventions and Examples,197,What is a convention of summary writing?,Using many quotes,Keeping it concise,Including all details,Writing in fragments,B,Summaries must be concise and focused.,7
Summary Conventions and Examples,198,You're summarizing a text. What should you avoid?,Citing quotes,Using your own words,Avoiding plagiarism,Using the author's words without citation,D,Using the author's words without citation is plagiarism.,8
Summary Conventions and Examples,199,"In the one-sentence 'Lion and Mouse' summary, what is emphasized?",The lion's den,The mouse's kindness repayment,The forest's size,The hunters' net,B,The focus is the mouse's repayment of kindness.,9
Summary Conventions and Examples,200,What is a challenge in following summary conventions?,Writing in complete sentences,Keeping the summary short,Including main ideas,Avoiding quotes,B,Keeping the summary short is challenging.,10
Summary Writing Process,201,What is the first step in summarizing a passage?,Write the summary,Read the passage carefully,Highlight minor details,Quote the passage,B,Reading the passage carefully is the first step to understand its main ideas.,1
Summary Writing Process,202,What should you do while reading a text to summarize?,Copy the text,Note main points,Focus on examples only,Write immediately,B,Noting main points helps identify key ideas for the summary.,2
Summary Writing Process,203,"When summarizing a journal article, what is a key step?",Quoting every paragraph,Outlining main findings,Including all data,Ignoring the conclusion,B,Outlining main findings captures the article's core ideas.,3
Summary Writing Process,204,How should you use notes when summarizing?,Copy them directly,Use them to write in your own words,Include all details,Ignore them,B,Notes guide you to restate the text in your own words.,4
Summary Writing Process,205,You're summarizing a story. What should you avoid in note-taking?,Noting the main plot,Focusing on minor events,Highlighting key themes,Outlining major conflicts,B,Focusing on minor events distracts from the main ideas.,5
Summary Writing Process,206,Why is referring to the original text important during summarizing?,To copy phrases,To ensure accuracy of main points,To include all details,To avoid your own words,B,Referring ensures the summary's main points are accurate.,6
Summary Writing Process,207,What should you do after noting a text's main points?,Write a full report,Create a concise outline,Quote the text,Focus on examples,B,A concise outline organizes points for the summary.,7
Summary Writing Process,208,You're summarizing a long essay. How should you begin?,Skim the essay quickly,Read the essay carefully,Write the summary first,Focus on the ending,B,Reading carefully helps understand the essay's main ideas.,8
Summary Writing Process,209,How should you handle complex terms when summarizing?,Omit them,Read them carefully to understand,Quote them directly,Include all details,B,Reading carefully ensures accurate summarization of complex terms.,9
Summary Writing Process,210,What is a challenge in summarizing a dense text?,Reading it quickly,Identifying main ideas accurately,Copying it verbatim,Including all details,B,Identifying main ideas accurately is challenging in dense texts.,10
Summary Writing Process,211,What is the goal of summarizing a text?,To quote extensively,To restate main ideas in your own words,To add new information,To copy the original,B,Summarizing restates main ideas in your own words.,1
Summary Writing Process,212,What should you do after reading a text for summarization?,Note main points,Write a detailed report,Quote the entire text,Focus on minor details,A,Noting main points organizes the summary's content.,2
Summary Writing Process,213,"When summarizing a memoir, what should you emphasize?",Every event,The author's key experiences,Minor details,The memoir's length,B,Emphasizing key experiences captures the memoir's essence.,3
Summary Writing Process,214,How should you use the original text while summarizing?,Copy it directly,Refer to it for accuracy,Ignore it entirely,Quote it extensively,B,Referring to the text ensures accuracy.,4
Summary Writing Process,215,You're summarizing a presentation. What is a key step?,Noting every slide,Outlining the presenter's main points,Including all visuals,Quoting the entire presentation,B,Outlining main points captures the presentation's core.,5
Summary Writing Process,216,Why is careful reading essential for summarization?,To copy the text,To understand main ideas,To include all details,To avoid notes,B,Careful reading ensures understanding of main ideas.,6
Summary Writing Process,217,What should you omit when summarizing a text?,Main arguments,Key points,Minor details,Central themes,C,Minor details are omitted to keep the summary concise.,7
Summary Writing Process,218,You're summarizing a technical report. How should you handle jargon?,Omit it,Explain it in your own words,Quote it directly,Ignore it,B,Explaining jargon ensures clarity in the summary.,8
Summary Writing Process,219,What is a key step in summarizing a long book?,Reading only the preface,Creating an outline of main events,Quoting every chapter,Including all subplots,B,An outline of main events captures the book's essence.,9
Summary Writing Process,220,What is a challenge in summarizing a text with multiple viewpoints?,Reading it quickly,Balancing different perspectives,Including all views,Copying the text,B,Balancing perspectives ensures an accurate summary.,10
Summary Writing Process,221,What is the starting point for summarizing a text?,Reading the text carefully,Writing the summary,Quoting the text,Noting minor details,A,Reading carefully is the starting point.,1
Summary Writing Process,222,What should you do while noting points for a summary?,Copy the text,Focus on main ideas,Note all examples,Include minor details,B,Focusing on main ideas ensures a concise summary.,2
Summary Writing Process,223,"When summarizing a policy document, what should you prioritize?",Every clause,The document's main policies,Minor details,The document's length,B,Prioritizing main policies keeps the summary focused.,3
Summary Writing Process,224,How should you approach summarizing a poem?,Quote every line,Identify the poem's main theme,Include all imagery,Omit the theme,B,Identifying the main theme captures the poem's essence.,4
Summary Writing Process,225,You're summarizing a news article. What should you avoid?,Noting the main event,Including unrelated details,Highlighting key facts,Outlining the article's focus,B,Unrelated details make the summary less concise.,5
Summary Conventions and Examples,226,What is the typical length of a summary compared to the original?,Same length,One-third the original,Twice the original,Half the original,B,A summary is typically one-third the original length.,1
Summary Conventions and Examples,227,How should a summary be written?,In incomplete sentences,In complete sentences,As a list,With extensive quotes,B,Complete sentences ensure clarity in summaries.,2
Summary Conventions and Examples,228,"In a summary of a fable, what is a main idea typically included?",The setting's details,The central moral or lesson,Minor characters,The story's length,B,The central moral or lesson is a main idea.,3
Summary Conventions and Examples,229,What must you do if you use a direct quote in a summary?,Omit quotation marks,Use quotation marks and cite,Copy without citation,Include multiple quotes,B,Quotes require quotation marks and citation to avoid plagiarism.,4
Summary Conventions and Examples,230,You're summarizing a 360-word article. What is an ideal summary length?,120 words,360 words,180 words,60 words,A,"A summary is one-third the original, so 120 words.",5
Summary Conventions and Examples,231,"In a fable summary, why is the main conflict included?",It's a minor detail,It's a main idea,It's a quote,It's unrelated,B,The main conflict is a main idea driving the plot.,6
Summary Conventions and Examples,232,What is a key convention of summary writing?,Using many quotes,Keeping it concise,Including all details,Writing in fragments,B,"Summaries must be concise, focusing on main ideas.",7
Summary Conventions and Examples,233,You're summarizing a text. What should you avoid to prevent plagiarism?,Using your own words,Citing quotes,Using quotation marks,Using the author's words without citation,D,Using the author's words without citation is plagiarism.,8
Summary Conventions and Examples,234,"In a one-sentence summary of a story, what is emphasized?",The setting's details,The main plot or lesson,Minor events,The story's length,B,The main plot or lesson is the focus.,9
Summary Conventions and Examples,235,What is a challenge in following summary conventions?,Using complete sentences,Keeping the summary concise,Including main ideas,Avoiding quotes,B,Keeping the summary concise is challenging.,10
Summary Conventions and Examples,236,What is a summary's length relative to the original?,Equal length,One-third the original,Double the length,Half the length,B,A summary is typically one-third the original length.,1
Summary Conventions and Examples,237,How should a summary present main points?,In incomplete sentences,In complete sentences,As a list,With many quotes,B,Complete sentences ensure clarity.,2
Summary Conventions and Examples,238,"In a summary, what is typically omitted?",Main plot,Central lesson,Minor details,Key characters,C,Minor details are omitted to keep the summary concise.,3
Summary Conventions and Examples,239,What is required when quoting in a summary?,Omit citation,Use quotation marks and cite,Copy without citation,Use multiple quotes,B,Quotation marks and citation prevent plagiarism.,4
Summary Conventions and Examples,240,You're summarizing a 270-word story. What is an ideal summary length?,90 words,270 words,135 words,45 words,A,"A summary is one-third the original, so 90 words.",5
Summary Conventions and Examples,241,"In a story summary, why is the resolution included?",It's a minor detail,It's a main idea,It's a quote,It's unrelated,B,The resolution is a main idea concluding the plot.,6
Summary Conventions and Examples,242,What is a key rule for summary writing?,Use many quotes,Keep it concise,Include all details,Write in fragments,B,Summaries must be concise and focused.,7
Summary Conventions and Examples,243,You're summarizing a text. What should you avoid?,Citing quotes,Using your own words,Avoiding plagiarism,Using the author's words without citation,D,Using the author's words without citation is plagiarism.,8
Summary Conventions and Examples,244,"In a summary, what is a main idea typically?",The setting's description,The central conflict or lesson,Minor details,The text's length,B,The central conflict or lesson is a main idea.,9
Summary Conventions and Examples,245,What is a challenge in summary conventions?,Writing complete sentences,Maintaining brevity,Including main points,Avoiding quotes,B,Maintaining brevity is challenging.,10
Summary Conventions and Examples,246,What is the ideal length of a summary?,One-third the original,Same as the original,Double the original,Half the original,A,A summary is typically one-third the original length.,1
Summary Conventions and Examples,247,How should a summary be structured?,In complete sentences,In bullet points,With extensive quotes,In incomplete sentences,B,Complete sentences ensure a clear summary.,2
Summary Conventions and Examples,248,"In a summary, what is typically excluded?",Main characters,Central plot,Minor details,Key themes,C,Minor details are excluded to keep the summary concise.,3
Summary Conventions and Examples,249,What must you do if you quote in a summary?,Use quotation marks and cite,Omit citation,Copy without marks,Include many quotes,B,Quotation marks and citation are required.,4
Summary Conventions and Examples,250,You're summarizing a 600-word article. What is an ideal summary length?,200 words,600 words,300 words,100 words,A,"A summary is one-third the original, so 200 words.",5
