Subtopic,Question Number,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Difficulty Level
ত্রিকোণমিতিক মান,151,sin 30° এর মান কত?,0.5,1,√3/2,0.707,A,sin 30° = 0.5,1
ত্রিকোণমিতিক মান,152,cos 45° এর মান কত?,0.5,√2/2,√3/2,1,B,cos 45° = √2/2,2
ত্রিকোণমিতিক মান,153,tan 60° এর মান কত?,1,√3,1/√3,0.866,B,tan 60° = √3,2
ত্রিকোণমিতিক মান,154,sin 90° এর মান কত?,0,0.5,1,√3/2,C,sin 90° = 1,1
ত্রিকোণমিতিক মান,155,cos 0° এর মান কত?,0,1,0.5,√3/2,B,cos 0° = 1,1
ত্রিকোণমিতিক মান,156,tan 45° এর মান কত?,0,1,√3,1/√3,B,tan 45° = 1,1
ত্রিকোণমিতিক মান,157,sin 60° এর মান কত?,0.5,√3/2,1,0.707,B,sin 60° = √3/2,2
ত্রিকোণমিতিক মান,158,cos 30° এর মান কত?,0.5,√3/2,1,0.866,B,cos 30° = √3/2,2
ত্রিকোণমিতিক মান,159,tan 30° এর মান কত?,1,√3,1/√3,0.5,C,tan 30° = 1/√3,2
ত্রিকোণমিতিক মান,160,sin 0° এর মান কত?,0,1,0.5,√3/2,A,sin 0° = 0,1
ত্রিকোণমিতিক মান,161,cos 60° এর মান কত?,0.5,√3/2,1,0.707,A,cos 60° = 0.5,1
ত্রিকোণমিতিক মান,162,tan 90° এর মান কত?,0,1,অসংজ্ঞায়িত,√3,C,tan 90° অসংজ্ঞায়িত,3
ত্রিকোণমিতিক মান,163,sin 45° + cos 45° এর মান কত?,1,√2,1.5,0.707,B,sin 45° + cos 45° = √2,2
ত্রিকোণমিতিক মান,164,cos² 30° + sin² 30° এর মান কত?,0,1,√3/2,0.5,B,cos²θ + sin²θ = 1,1
ত্রিকোণমিতিক মান,165,2 sin 30° cos 30° এর মান কত?,sin 60°,cos 60°,tan 60°,cot 60°,A,2 sin 30° cos 30° = sin 60°,3
ত্রিকোণমিতিক মান,166,tan θ = 1 হলে θ এর মান কত?,30°,45°,60°,90°,B,tan 45° = 1,1
ত্রিকোণমিতিক মান,167,sin (90° - θ) = ?,cos θ,sin θ,tan θ,cot θ,A,sin (90° - θ) = cos θ,2
ত্রিকোণমিতিক মান,168,cos (90° - θ) = ?,sin θ,cos θ,tan θ,cot θ,A,cos (90° - θ) = sin θ,2
ত্রিকোণমিতিক মান,169,tan (90° - θ) = ?,tan θ,cot θ,sin θ,cos θ,B,tan (90° - θ) = cot θ,3
ত্রিকোণমিতিক মান,170,cosec 30° এর মান কত?,1,2,√3,0.5,B,cosec 30° = 2,2
ত্রিকোণমিতিক মান,171,sec 45° এর মান কত?,1,√2,2,0.707,B,sec 45° = √2,2
ত্রিকোণমিতিক মান,172,cot 60° এর মান কত?,1,√3,1/√3,0.5,C,cot 60° = 1/√3,2
ত্রিকোণমিতিক মান,173,sin² 45° + cos² 45° এর মান কত?,0,1,√2,2,B,sin²θ + cos²θ = 1,1
ত্রিকোণমিতিক মান,174,tan θ × cot θ = ?,0,1,sin θ,cos θ,B,tan θ × cot θ = 1,1
ত্রিকোণমিতিক মান,175,cosec² θ - cot² θ = ?,0,1,sin θ,tan θ,B,cosec² θ - cot² θ = 1,2
ত্রিকোণমিতিক মান,176,sec² θ - tan² θ = ?,0,1,cos θ,cot θ,B,sec² θ - tan² θ = 1,2
ত্রিকোণমিতিক মান,177,sin 180° এর মান কত?,0,1,-1,0.5,A,sin 180° = 0,2
ত্রিকোণমিতিক মান,178,cos 180° এর মান কত?,0,1,-1,0.5,C,cos 180° = -1,2
ত্রিকোণমিতিক মান,179,tan 180° এর মান কত?,0,1,-1,অসংজ্ঞায়িত,A,tan 180° = 0,3
ত্রিকোণমিতিক মান,180,sin 270° এর মান কত?,0,1,-1,0.5,C,sin 270° = -1,3
ত্রিকোণমিতিক মান,181,cos 270° এর মান কত?,0,1,-1,0.5,A,cos 270° = 0,3
ত্রিকোণমিতিক মান,182,tan 270° এর মান কত?,0,1,-1,অসংজ্ঞায়িত,D,tan 270° অসংজ্ঞায়িত,3
ত্রিকোণমিতিক মান,183,sin (π/6) এর মান কত?,0.5,√3/2,1,0.707,A,sin (π/6) = 0.5,2
ত্রিকোণমিতিক মান,184,cos (π/4) এর মান কত?,0.5,√2/2,√3/2,1,B,cos (π/4) = √2/2,2
ত্রিকোণমিতিক মান,185,tan (π/3) এর মান কত?,1,√3,1/√3,0.5,B,tan (π/3) = √3,2
ত্রিকোণমিতিক মান,186,sin (2π/3) এর মান কত?,0.5,√3/2,1,0.866,B,sin (2π/3) = √3/2,3
ত্রিকোণমিতিক মান,187,cos (5π/6) এর মান কত?,-0.5,-√3/2,0.5,√3/2,B,cos (5π/6) = -√3/2,3
ত্রিকোণমিতিক মান,188,tan (7π/4) এর মান কত?,1,-1,0.5,-0.5,B,tan (7π/4) = -1,3
ত্রিকোণমিতিক মান,189,sin (π) + cos (π) এর মান কত?,0,-1,1,0.5,B,sin π + cos π = -1,3
ত্রিকোণমিতিক মান,190,sin² (π/4) - cos² (π/4) এর মান কত?,0,1,-1,0.5,A,sin² (π/4) - cos² (π/4) = 0,3
ত্রিকোণমিতিক মান,191,যদি sin θ = 0.5 হয়  তবে θ এর মান কত?,30°,45°,60°,90°,A,sin 30° = 0.5,1
ত্রিকোণমিতিক মান,192,যদি cos θ = √3/2 হয়  তবে θ এর মান কত?,30°,45°,60°,90°,A,cos 30° = √3/2,1
ত্রিকোণমিতিক মান,193,যদি tan θ = √3 হয়  তবে θ এর মান কত?,30°,45°,60°,90°,C,tan 60° = √3,1
ত্রিকোণমিতিক মান,194,যদি cot θ = 1 হয়  তবে θ এর মান কত?,30°,45°,60°,90°,B,cot 45° = 1,1
ত্রিকোণমিতিক মান,195,যদি sec θ = 2 হয়  তবে θ এর মান কত?,30°,45°,60°,90°,C,sec 60° = 2,2
ত্রিকোণমিতিক মান,196,যদি cosec θ = √2 হয়  তবে θ এর মান কত?,30°,45°,60°,90°,B,cosec 45° = √2,2
ত্রিকোণমিতিক মান,197,sin 15° এর মান কত?,(√6 - √2)/4,0.5,√3/2,0.258,A,sin 15° = (√6 - √2)/4,3
ত্রিকোণমিতিক মান,198,cos 75° এর মান কত?,(√6 - √2)/4,0.5,√3/2,0.258,A,cos 75° = (√6 - √2)/4,3
ত্রিকোণমিতিক মান,199,tan 15° এর মান কত?,2 - √3,0.5,√3,1/√3,A,tan 15° = 2 - √3,3
ত্রিকোণমিতিক মান,200,cot 75° এর মান কত?,2 - √3,0.5,√3,1/√3,A,cot 75° = 2 - √3,3
ত্রিকোণমিতিক মান,201,sin 105° এর মান কত?,(√6 + √2)/4,(√6 - √2)/4,√3/2,0.9659,A,sin 105° = sin(60° + 45°) = (√6 + √2)/4,5
ত্রিকোণমিতিক মান,202,cos 15° + cos 75° এর মান কত?,√6/2,√2,1.2247,√3/2,A,cos 15° + cos 75° = √6/2,6
ত্রিকোণমিতিক মান,203,যদি sin θ = 3/5 হয়  তবে cos θ এর মান কত?,4/5,3/4,5/4,0.6,A,cos θ = √(1 - sin²θ) = 4/5,4
ত্রিকোণমিতিক মান,204,tan⁻¹(1) + tan⁻¹(√3) এর মান কত?,π/4,π/2,7π/12,3π/4,C,tan⁻¹(1) + tan⁻¹(√3) = π​/4+π/3​=(3π+4π)/12=7π/12,7
ত্রিকোণমিতিক মান,205,sin²π/8 + cos²π/8 - 1 এর মান কত?,0,1,-1,0.5,A,sin²x + cos²x = 1,4
ত্রিকোণমিতিক মান,206,যদি tan θ = 1/√3 হয় তবে sin 2θ এর মান কত?,√3/2,1/2,1,0.866,B,sin 2θ = 2tanθ/(1+tan²θ) = 1/2,5
ত্রিকোণমিতিক মান,207,cos(π/12) এর মান কত?,(√6 + √2)/4,(√6 - √2)/4,√3/2,0.2588,A,cos(π/12) = (√6 + √2)/4,6
ত্রিকোণমিতিক মান,208,sin 75° - sin 15° এর মান কত?,√2/2,√6/2,0.5,0.2588,A,sin 75° - sin 15° = √2/2,5
ত্রিকোণমিতিক মান,209,যদি cot θ = 4/3 হয়  তবে cosec θ এর মান কত?,5/3,5/4,4/5,3/5,A,cosec θ = √(1 + cot²θ) = 5/3,4
ত্রিকোণমিতিক মান,210,2 sin(π/8) cos(π/8) এর মান কত?,sin(π/4),cos(π/4),tan(π/4),cot(π/4),A,2 sinx cosx = sin2x → sin(π/4),5
ত্রিকোণমিতিক মান,211,tan 75° + cot 75° এর মান কত?,4,2√3,3,√3,A,tan 75° + cot 75° = 4,6
ত্রিকোণমিতিক মান,212,cos⁻¹(0.5) + sin⁻¹(0.5) এর মান কত?,π/2,π/3,2π/3,π/6,A,cos⁻¹(0.5) + sin⁻¹(0.5) = π/2,7
ত্রিকোণমিতিক মান,213,যদি sec θ = 5/4 হয়  তবে tan θ এর মান কত?,3/4,4/3,5/3,3/5,A,tan θ = √(sec²θ - 1) = 3/4,4
ত্রিকোণমিতিক মান,214,sin(π/5) sin(2π/5) sin(3π/5) sin(4π/5) এর মান কত?,5/16,1/4,√5/8,0.25,A,Product identity: 5/16,7
ত্রিকোণমিতিক মান,215,cos 20° cos 40° cos 80° এর মান কত?,1/8,1/4,√3/8,0.125,A,cos 20° cos 40° cos 80° = 1/8,7
ত্রিকোণমিতিক মান,216,যদি sin θ + cos θ = √2 হয়  তবে θ এর মান কত?,45°,30°,60°,90°,A,θ = 45° satisfies sin θ + cos θ = √2,5
ত্রিকোণমিতিক মান,217,tan⁻¹(2) + tan⁻¹(3) এর মান কত?,3π/4,π/4,π/2,π,A,tan⁻¹(2) + tan⁻¹(3) = 3π/4,7
ত্রিকোণমিতিক মান,218,sin 10° sin 50° sin 70° এর মান কত?,1/8,1/4,√3/8,0.125,A,sin 10° sin 50° sin 70° = 1/8,7
ত্রিকোণমিতিক মান,219,যদি 3 tan θ = 4 হয় তবে 3 sin θ - 2 cos θ =?,0,1,2,0.6,A,3 sin θ - 2 cos θ = 0 (since tan θ = 4/3),5
ত্রিকোণমিতিক মান,220,cos⁻¹(-0.5) এর মান কত?,π/6,π/3,2π/3,5π/6,C,cos⁻¹(-0.5) = 2π/3,6
ত্রিকোণমিতিক মান,221,sin⁻¹(1/2) + cos⁻¹(1/2) এর মান কত?,π,π/3,π/2,2π/3,C,sin⁻¹x + cos⁻¹x = π/2,6
ত্রিকোণমিতিক মান,222,tan 15° tan 25° tan 45° tan 65° tan 75° এর মান কত?,√3,0,1,0.5,C,"tan 15° tan 75° = 1, tan 25° tan 65° = 1",6
ত্রিকোণমিতিক মান,223,যদি sin θ = 5/13 হয়  তবে tan θ + cot θ =?,5/12,13/5,169/60,12/5,C,tan θ + cot θ = 169/60,5
ত্রিকোণমিতিক মান,224,cos(2 cos⁻¹(0.8)) এর মান কত?,0.64,0.36,0.28,0.72,C,cos(2 cos⁻¹x) = 2x² - 1 = 0.28,7
ত্রিকোণমিতিক মান,225,sin 18° এর মান কত?,0.5,(√5 + 1)/4,(√5 - 1)/4,√3/2,C,sin 18° = (√5 - 1)/4,6
ত্রিকোণমিতিক মান,226,cos 36° - cos 72° এর মান কত?,√5/4,1,0.5,0.25,C,cos 36° - cos 72° = 0.5,6
ত্রিকোণমিতিক মান,227,যদি tan θ + cot θ = 2 হয়  তবে tan²θ + cot²θ =?,6,4,2,8,C,tan²θ + cot²θ = (tanθ + cotθ)² - 2 = 2,5
ত্রিকোণমিতিক মান,228,sin 75° + sin 15° এর মান কত?,1,√2/2,√6/2,0.5,C,sin 75° + sin 15° = √6/2,5
ত্রিকোণমিতিক মান,229,cos 105° + cos 15° এর মান কত?,1,√6/2,√2/2,0.5,C,cos 105° + cos 15° = √2/2,6
ত্রিকোণমিতিক মান,230,যদি sec θ + tan θ = 2 হয়  তবে sec θ - tan θ =?,2,1,0.5,4,C,(sec θ + tan θ)(sec θ - tan θ) = 1 → sec θ - tan θ = 0.5,6
ত্রিকোণমিতিক মান,231,sin(π/10) sin(3π/10) sin(7π/10) sin(9π/10) এর মান কত?,1/4,1/8,1/16,1/2,C,Product evaluates to 1/16,7
ত্রিকোণমিতিক মান,232,tan⁻¹(1/2) + tan⁻¹(1/3) এর মান কত?,π/2,π/3,π/4,π/6,C,tan⁻¹(1/2) + tan⁻¹(1/3) = π/4,6
ত্রিকোণমিতিক মান,233,যদি sin θ = 12/13 হয়  তবে sec θ + tan θ =?,3,2,5,4,C,sec θ + tan θ = 5,5
ত্রিকোণমিতিক মান,234,cos(π/7) cos(2π/7) cos(4π/7) এর মান কত?,1/4,1/8,-1/8,-1/4,C,"Let θ = π/7. Using sin(8θ) = 8 sin θ cos θ cos(2θ) cos(4θ), sin(8π/7) = -sin(π/7). Thus, cos(π/7) cos(2π/7) cos(4π/7) = -sin(π/7) / (8 sin(π/7)) = -1/8",7
ত্রিকোণমিতিক মান,235,sin 20° sin 40° sin 60° sin 80° এর মান কত?,√3/8,1/8,3/16,0.125,C,sin 20° sin 40° sin 80° = √3/8 (with sin 60° multiplier),7
ত্রিকোণমিতিক মান,236,যদি cos θ = -1/2 হয়  তবে θ এর মান কত?,150°,135°,120°,210°,C,cos 120° = -1/2,5
ত্রিকোণমিতিক মান,237,tan 22.5° এর মান কত?,2 - √3,√2 + 1,√2 - 1,2 + √3,C,tan 22.5° = √2 - 1,6
ত্রিকোণমিতিক মান,238,sin⁻¹(sin(5π/6)) এর মান কত?,π/3,5π/6,π/6,2π/3,C,sin⁻¹(sin(5π/6)) = π/6 (principal value),6
ত্রিকোণমিতিক মান,239,cos⁻¹(cos(7π/6)) এর মান কত?,π/6,7π/6,5π/6,π/3,C,cos⁻¹(cos(7π/6)) = 5π/6 (principal value),6
ত্রিকোণমিতিক মান,240,যদি tan θ = -1 হয়  তবে θ এর মান কত?,135°,225°,315°,45°,B,tan 225° = 1 (periodic property),5
ত্রিকোণমিতিক মান,241,sin 135° + cos 135° এর মান কত?,0,√2,1,-1,A,sin 135° + cos 135° = 0,5
ত্রিকোণমিতিক মান,242,tan⁻¹(√3) - cot⁻¹(-√3) এর মান কত?,π/2,π/3,π/6,0,A,tan⁻¹(√3) - cot⁻¹(-√3) = π/2,7
ত্রিকোণমিতিক মান,243,যদি 2 sin²θ + 3 cos θ = 3 হয়  তবে θ =?,0°,30°,60°,90°,A,θ = 0° satisfies the equation,5
ত্রিকোণমিতিক মান,244,cos 52.5° cos 7.5° এর মান কত?,1/2,(√3 - 1)/(2√2),(√3 + 1)/(2√2),√3/2,C,cos 52.5° cos 7.5° = (√3 + 1)/(2√2),7
ত্রিকোণমিতিক মান,245,sin 9° - sin 27° + sin 45° - sin 63° + sin 81° এর মান কত?,√2/2,1,0.5,0,C,Sum evaluates to 0.5,7
ত্রিকোণমিতিক মান,246,tan 75° - cot 75° এর মান কত?,√3,2,2√3,1,C,tan 75° - cot 75° = 2√3,6
ত্রিকোণমিতিক মান,247,যদি sin θ = cos θ হয়  তবে θ এর মান কত?,60°,30°,45°,90°,C,θ = 45° satisfies sin θ = cos θ,4
ত্রিকোণমিতিক মান,248,cos 15° cos 45° cos 75° এর মান কত?,1/4,(√3 - 1)/8,(√3 + 1)/8,√2/8,C,cos 15° cos 45° cos 75° = (√3 + 1)/8,7
ত্রিকোণমিতিক মান,249,sin 50° + sin 10° - sin 70° এর মান কত?,0.5,1,0,√3/2,C,sin 50° + sin 10° - sin 70° = 0,6
ত্রিকোণমিতিক মান,250,tan⁻¹(1) + cot⁻¹(1) এর মান কত?,π,π/4,π/2,3π/4,C,tan⁻¹(1) + cot⁻¹(1) = π/2,6
ত্রিকোণমিতিক মান,251,sin⁻¹(sin(10)) এর মান কত? (রেডিয়ানে),10 - 4π,3π - 10,10 - 3π,4π - 10,C,sin⁻¹(sin(10)) = 10 - 3π (প্রিন্সিপাল ভ্যালু),9
ত্রিকোণমিতিক মান,252,cos(2 tan⁻¹(1/5)) এর মান কত?,24/25,5/13,12/13,1/5,C,cos(2 tan⁻¹(1/5)) = 12/13 (ডাবল অ্যাঙ্গেল),8
ত্রিকোণমিতিক মান,253,যদি sin θ + cosec θ = 2 হয়  তবে sin¹⁰θ + cosec¹⁰θ =?,10,1,2,1024,C,sin θ = 1 ⇒ sin¹⁰θ + cosec¹⁰θ = 2,8
ত্রিকোণমিতিক মান,254,tan⁻¹(1/3) + tan⁻¹(1/5) + tan⁻¹(1/7) + tan⁻¹(1/8) =?,π/2,π/3,π/4,π,C,ট্যান-ইনভার্স অ্যাডিশন ফর্মুলা প্রয়োগ,10
ত্রিকোণমিতিক মান,255,cos(π/11) cos(2π/11) ... cos(10π/11) এর মান কত?,0,-1/1024,1/1024,1,C,গুণফল আইডেন্টিটি: 1/1024,10
ত্রিকোণমিতিক মান,256,sin(π/14) sin(3π/14) ... sin(13π/14) এর মান কত?,-1/64,1/128,1/64,0,C,প্রডাক্ট আইডেন্টিটি: 1/64,10
ত্রিকোণমিতিক মান,257,যদি tan θ = (1 - cos ϕ)/sin ϕ হয় তবে tan 2θ =?,sin ϕ,cot ϕ,tan ϕ,cos ϕ,C,tan 2θ = tan ϕ (ট্রিগো আইডেন্টিটি),9
ত্রিকোণমিতিক মান,258,cos⁻¹(cos(100)) এর মান কত? (রেডিয়ানে),100 - 31π,32π - 100,100 - 32π,31π - 100,C,cos⁻¹(cos(100)) = 32π - 100,9
ত্রিকোণমিতিক মান,259,sin 6° sin 42° sin 66° sin 78° =?,√3/16,1/8,1/16,1/4,C,প্রডাক্ট আইডেন্টিটি: 1/16,10
ত্রিকোণমিতিক মান,260,যদি sin x + sin y = a এবং cos x + cos y = b হয়,√(4 - a² - b²)/(a² + b²),√(a² + b² - 4)/(a² + b²),(4 - a² - b²)/(a² + b²),(a² + b²)/(4 - a² - b²),A,ফর্মুলা প্রয়োগ করে,9
ত্রিকোণমিতিক মান,261,cos(2π/15) cos(4π/15) cos(8π/15) cos(16π/15) =?,1/16,-1/16,0,1/8,A,প্রডাক্ট আইডেন্টিটি: 1/16,10
ত্রিকোণমিতিক মান,262,tan⁻¹(1) + tan⁻¹(2) + tan⁻¹(3) =?,π,π/2,3π/2,2π,A,tan⁻¹(1) + tan⁻¹(2) + tan⁻¹(3) = π,9
ত্রিকোণমিতিক মান,263,যদি sin θ = 2ab/(a² + b²) হয়  তবে tan θ =?,2ab/(a² - b²),(a² - b²)/2ab,(a² + b²)/2ab,2ab/(a² + b²),A,tan θ = 2ab/(a² - b²),8
ত্রিকোণমিতিক মান,264,sin⁻¹(3/5) + tan⁻¹(1/7) =?,π/4,π/3,π/2,π,A,sin⁻¹(3/5) + tan⁻¹(1/7) = π/4,9
ত্রিকোণমিতিক মান,265,cos(π/5) - cos(2π/5) =?,0.5,1,√5/4,1/4,A,cos(π/5) - cos(2π/5) = 0.5,8
ত্রিকোণমিতিক মান,266,tan 10° tan 50° tan 70° =?,tan 30°,tan 60°,1,√3,A,tan 10° tan 50° tan 70° = tan 30°,10
ত্রিকোণমিতিক মান,267,যদি x + y = π/2 হয়  তবে sin x sin y এর সর্বোচ্চ মান কত?,1/2,1/√2,1,√3/2,A,সর্বোচ্চ মান = 1/2,8
ত্রিকোণমিতিক মান,268,cos⁻¹(-1/√2) + cot⁻¹(√3) =?,7π/12,5π/12,π/2,π,A,cos⁻¹(-1/√2) + cot⁻¹(√3) = 7π/12,9
ত্রিকোণমিতিক মান,269,sin 1° sin 2° ... sin 90° =?,0,1,1/2^45,1/2^90,A,"sin 90° = 1, বাকি পদের গুণফল 0 এর কাছাকাছি",10
ত্রিকোণমিতিক মান,270,tan 9° - tan 27° - tan 63° + tan 81° =?,4,2,0,1,A,tan 9° - tan 27° - tan 63° + tan 81° = 4,10
ত্রিকোণমিতিক মান,271,যদি tan A + tan B + tan C = tan A tan B tan C হয়  তবে A + B + C =?,π,π/2,2π,3π/2,A,A + B + C = π (ত্রিভুজের জন্য),8
ত্রিকোণমিতিক মান,272,cos(π/7) - cos(2π/7) + cos(3π/7) =?,1/2,1/4,1,0,A,cos(π/7) - cos(2π/7) + cos(3π/7) = 1/2,9
ত্রিকোণমিতিক মান,273,sin⁻¹(1/√5) + sin⁻¹(2/√5) =?,π/2,π/3,π/4,π,A,sin⁻¹(1/√5) + sin⁻¹(2/√5) = π/2,9
ত্রিকোণমিতিক মান,274,tan(cos⁻¹(4/5) + tan⁻¹(2/3)) =?,6/19,6/17,19/6,17/6,D,tan(cos⁻¹(4/5) + tan⁻¹(2/3)) = 17/6,9
ত্রিকোণমিতিক মান,275,যদি sin θ + sin²θ = 1 হয়  তবে cos²θ + cos⁴θ =?,0,sin θ,cos θ,1,D,cos²θ + cos⁴θ = 1 (প্রদত্ত সমীকরণ ব্যবহার করে),8
ত্রিকোণমিতিক মান,276,cos(2π/17) cos(4π/17) ... cos(16π/17) =?,1/128,-1/256,0,1/256,D,প্রডাক্ট আইডেন্টিটি: 1/256,10
ত্রিকোণমিতিক মান,277,sin 10° + sin 20° + ... + sin 360° =?,2,1,-1,0,D,সাইন ফাংশনের পর্যায়ক্রমিকতা,8
ত্রিকোণমিতিক মান,278,tan⁻¹(1/2) + tan⁻¹(1/3) + tan⁻¹(1/4) =?,3π/4,π/4,π,π/2,D,tan⁻¹(1/2) + tan⁻¹(1/3) + tan⁻¹(1/4) = π/2,9
ত্রিকোণমিতিক মান,279,যদি x = tan⁻¹a + tan⁻¹b এবং y = tan⁻¹a - tan⁻¹b হয়  তবে tan(x + y) =?,(2b)/(1 - b²),(a - b)/(1 + ab),(2a)/(1 - a²),(a + b)/(1 - ab),D,tan(x + y) = (a + b)/(1 - ab),9
ত্রিকোণমিতিক মান,280,cos(π/9) cos(2π/9) cos(4π/9) =?,1,1/4,1/2,1/8,D,প্রডাক্ট আইডেন্টিটি: 1/8,10
ত্রিকোণমিতিক মান,281,sin⁻¹(3/5) - cos⁻¹(12/13) =?,cos⁻¹(16/65),sin⁻¹(16/65),cos⁻¹(-16/65),sin⁻¹(-16/65),D,sin⁻¹(3/5) - cos⁻¹(12/13) = sin⁻¹(-16/65),10
ত্রিকোণমিতিক মান,282,tan 20° tan 40° tan 60° tan 80° =?,1/√3,√3,1,3,D,"tan 20° tan 40° tan 80° = √3, tan 60° দিয়ে গুণ",10
ত্রিকোণমিতিক মান,283,যদি α + β = π/2 হয়  তবে sin α sin β এর সর্বোচ্চ মান কত?,√3/2,1,√2/2,1/2,D,সর্বোচ্চ মান = 1/2,8
ত্রিকোণমিতিক মান,284,cos⁻¹(cos(5)) + sin⁻¹(sin(5)) =?,5 - 2π,5 + π,2π - 5,5 - π,D,cos⁻¹(cos(5)) + sin⁻¹(sin(5)) = 5 - π,9
ত্রিকোণমিতিক মান,285,sin 6° sin 54° sin 66° =?,1/8,1/4,1/2,1,A,প্রডাক্ট আইডেন্টিটি: 1/8,10
ত্রিকোণমিতিক মান,286,tan⁻¹(1/4) + tan⁻¹(1/5) + tan⁻¹(1/6) + tan⁻¹(1/7) =?,π/4,π/2,π,3π/4,A,ট্যান-ইনভার্স অ্যাডিশন ফর্মুলা প্রয়োগ,10
ত্রিকোণমিতিক মান,287,যদি sin θ = x + 1/x হয়  তবে x =?,i (কাল্পনিক একক),1,-1,0,A,"x = i (যেহেতু sin θ এর রেঞ্জ [-1,1])",9
ত্রিকোণমিতিক মান,288,cos(π/13) cos(3π/13) ... cos(11π/13) =?,1/64,-1/64,0,1/32,A,প্রডাক্ট আইডেন্টিটি: 1/64,10
ত্রিকোণমিতিক মান,289,sin 1° sin 3° ... sin 89° =?,1/2^45,1/2^90,0,1,A,প্রডাক্ট আইডেন্টিটি: 1/2^45,10
ত্রিকোণমিতিক মান,290,tan⁻¹(1) + tan⁻¹(1/2) + tan⁻¹(1/3) =?,π/2,π,3π/2,2π,A,tan⁻¹(1) + tan⁻¹(1/2) + tan⁻¹(1/3) = π/2,9
ত্রিকোণমিতিক মান,291,যদি tan θ = (a sin ϕ)/(1 + a cos ϕ) হয় তবে tan(θ/2) =?,tan(ϕ/2)/a,tan(ϕ/2),a tan(ϕ/2),1/a tan(ϕ/2),A,tan(θ/2) = tan(ϕ/2)/a,9
ত্রিকোণমিতিক মান,292,cos(π/15) cos(2π/15) cos(4π/15) cos(8π/15) =?,1/16,-1/16,0,1/8,A,প্রডাক্ট আইডেন্টিটি: 1/16,10
ত্রিকোণমিতিক মান,293,sin⁻¹(sin(7)) + cos⁻¹(cos(7)) =?,7 - 2π,2π - 7,7 + 2π,7 - π,A,sin⁻¹(sin(7)) + cos⁻¹(cos(7)) = 7 - 2π,9
ত্রিকোণমিতিক মান,294,tan 10° tan 30° tan 50° tan 70° =?,1/√3,√3,1/3,0,C,tan10°×tan30°×tan50°×tan70°=tan30°×tan30°=(tan30°)^2 =( 1/√3 )^2= 1/3,10
ত্রিকোণমিতিক মান,295,যদি sin θ + cos θ = √2 cos θ হয় তবে tan 2θ =?,1,-1,0,√2,A,tan 2θ = 1,8
ত্রিকোণমিতিক মান,296,cos⁻¹(cos(15)) + sin⁻¹(sin(15)) =?,15 - 4π,4π - 15,15 + 4π,15 - 5π,A,cos⁻¹(cos(15)) + sin⁻¹(sin(15)) = 15 - 4π,9
ত্রিকোণমিতিক মান,297,sin 20° sin 40° sin 60° sin 80° =?,3/16,1/8,√3/8,1/4,A,প্রডাক্ট আইডেন্টিটি: 3/16,10
ত্রিকোণমিতিক মান,298,tan⁻¹(1/3) + tan⁻¹(1/5) + tan⁻¹(1/7) + tan⁻¹(1/8) =?,π/3,π/4,π/2,π,A,ট্যান-ইনভার্স অ্যাডিশন ফর্মুলা প্রয়োগ,10
ত্রিকোণমিতিক মান,299,যদি tan θ = (sin α - cos α)/(sin α + cos α) হয় তবে sin 2θ =?,-cos 2α,cos 2α,sin 2α,-sin 2α,A,sin 2θ = -cos 2α,9
ত্রিকোণমিতিক মান,300,cos(π/2²) cos(π/2³) ... cos(π/2¹⁰) =?,1/2^9 sin(π/2^10),0,1,1/2,A,প্রডাক্ট আইডেন্টিটি: 1/2^9 sin(π/2^10),10
