Subtopic,Question Number,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Difficulty Level
আয়তাকার ঘনবস্তু ও ঘনক,87,"একটি আয়তাকার ঘনবস্তুর দৈর্ঘ্য 12 সেমি, প্রস্থ 8 সেমি এবং সমগ্রতলের ক্ষেত্রফল 432 বর্গসেমি হলে, উচ্চতা কত?",6 সেমি,7 সেমি,8 সেমি,9 সেমি,A,2(12×8+12h+8h)=432 ⇒ h=6 সেমি,6
আয়তাকার ঘনবস্তু ও ঘনক,88,"একটি ঘনকের ধার 4 সেমি হলে, এর সমস্ত ধারের মোট দৈর্ঘ্য কত?",48 সেমি,52 সেমি,56 সেমি,60 সেমি,A,মোট ধার = 12×4 = 48 সেমি,3
আয়তাকার ঘনবস্তু ও ঘনক,89,"একটি আয়তাকার ঘনবস্তুর আয়তন 360 ঘনসেমি এবং ভূমির ক্ষেত্রফল 72 বর্গসেমি হলে, উচ্চতা কত?",4 সেমি,5 সেমি,6 সেমি,7 সেমি,B,উচ্চতা = আয়তন/ভূমির ক্ষেত্রফল = 360/72 = 5 সেমি,4
আয়তাকার ঘনবস্তু ও ঘনক,90,"দুটি ঘনকের পৃষ্ঠতলের ক্ষেত্রফলের অনুপাত 9:25 হলে, তাদের আয়তনের অনুপাত কত?",27:125,9:25,3:5,81:625,A,আয়তনের অনুপাত = (√পৃষ্ঠতল)³ = (3:5)³ = 27:125,8
আয়তাকার ঘনবস্তু ও ঘনক,91,"একটি আয়তাকার ঘনবস্তুর দৈর্ঘ্য, প্রস্থ ও উচ্চতা যথাক্রমে 10%, 20% ও 30% বৃদ্ধি করলে, আয়তন কত গুণ হবে?",1.5 গুণ,1.6 গুণ,1.7 গুণ,1.8 গুণ,C,নতুন আয়তন = 1.1×1.2×1.3 = 1.716 ≈ 1.7 গুণ,7
আয়তাকার ঘনবস্তু ও ঘনক,92,"একটি ঘনকের ধার 5 সেমি হলে, এর কেন্দ্র থেকে কোন শীর্ষবিন্দুর দূরত্ব কত?",5√3/2 সেমি,5√2 সেমি,5√3 সেমি,10 সেমি,A,কেন্দ্র থেকে শীর্ষ = (a√3)/2 = 5√3/2 সেমি,9
আয়তাকার ঘনবস্তু ও ঘনক,93,"একটি আয়তাকার ঘনবস্তুর কর্ণ 13 সেমি এবং দৈর্ঘ্য 12 সেমি হলে, প্রস্থ ও উচ্চতার বর্গের সমষ্টি কত?",25,49,64,81,A,প্রস্থ²+উচ্চতা²=কর্ণ²-দৈর্ঘ্য²=169-144=25,6
আয়তাকার ঘনবস্তু ও ঘনক,94,"একটি ঘনকের পৃষ্ঠতলে রং করতে প্রতি বর্গসেমি 2 টাকা খরচ হলে, 6 সেমি ধারবিশিষ্ট ঘনক রং করতে কত টাকা লাগবে?",432 টাকা,450 টাকা,468 টাকা,486 টাকা,A,মোট খরচ = 6×6²×2 = 432 টাকা,5
আয়তাকার ঘনবস্তু ও ঘনক,95,"একটি আয়তাকার ঘনবস্তুর দৈর্ঘ্য প্রস্থের 3 গুণ এবং উচ্চতা প্রস্থের 4 গুণ। আয়তন 768 ঘনসেমি হলে, প্রস্থ কত?",2 সেমি,4 সেমি,6 সেমি,8 সেমি,B,ধরি প্রস্থ=x ⇒ 3x×x×4x=768 ⇒ x=4 সেমি,7
আয়তাকার ঘনবস্তু ও ঘনক,96,"একটি ঘনকের আয়তন 729 ঘনসেমি হলে, এর সমগ্রতলের ক্ষেত্রফল কত?",486 বর্গসেমি,504 বর্গসেমি,522 বর্গসেমি,540 বর্গসেমি,A,a³=729 ⇒ a=9 ⇒ সমগ্রতল=6×9²=486 বর্গসেমি,6
আয়তাকার ঘনবস্তু ও ঘনক,97,"একটি আয়তাকার ঘনবস্তুর দৈর্ঘ্য 15 সেমি, প্রস্থ 10 সেমি এবং আয়তন 900 ঘনসেমি হলে, উচ্চতা কত?",6 সেমি,7 সেমি,8 সেমি,9 সেমি,A,উচ্চতা = আয়তন/(দৈর্ঘ্য×প্রস্থ) = 900/(15×10) = 6 সেমি,4
আয়তাকার ঘনবস্তু ও ঘনক,98,"একটি ঘনকের ধার 20% বৃদ্ধি করলে, আয়তন কত শতাংশ বৃদ্ধি পাবে?",44%,52.8%,60%,72.8%,D,নতুন আয়তন = (1.2)³ = 1.728 ⇒ 72.8% বৃদ্ধি,8
আয়তাকার ঘনবস্তু ও ঘনক,99,"একটি আয়তাকার ঘনবস্তুর তিনটি সংলগ্ন তলের ক্ষেত্রফল 12, 15 ও 20 বর্গসেমি হলে, আয়তন কত?",40 ঘনসেমি,50 ঘনসেমি,60 ঘনসেমি,70 ঘনসেমি,C,আয়তন = √(12×15×20) = 60 ঘনসেমি,7
আয়তাকার ঘনবস্তু ও ঘনক,100,"একটি ঘনকের পৃষ্ঠতলের ক্ষেত্রফল 294 বর্গসেমি হলে, এর কর্ণের দৈর্ঘ্য কত?",7√3 সেমি,8√3 সেমি,9√3 সেমি,10√3 সেমি,A,6a²=294 ⇒ a=7 ⇒ কর্ণ=7√3 সেমি,6
আয়তাকার ঘনবস্তু ও ঘনক,101,"একটি আয়তাকার ঘনবস্তুর দৈর্ঘ্য 8 সেমি, প্রস্থ 6 সেমি এবং কর্ণ 10√2 সেমি হলে, সমগ্রতলের ক্ষেত্রফল কত?",376 বর্গসেমি,388 বর্গসেমি,400 বর্গসেমি,412 বর্গসেমি,A,উচ্চতা=√(200-64-36)=10 ⇒ সমগ্রতল=2(48+80+60)=376 বর্গসেমি,8
আয়তাকার ঘনবস্তু ও ঘনক,102,"দুটি ঘনকের আয়তনের অনুপাত 64:125 হলে, তাদের পৃষ্ঠতলের ক্ষেত্রফলের অনুপাত কত?",16:25,4:5,64:125,8:15,A,পৃষ্ঠতলের অনুপাত = (আয়তনের অনুপাত)^(2/3) = (64:125)^(2/3)=16:25,9
আয়তাকার ঘনবস্তু ও ঘনক,103,"একটি ঘনকের ধার 2 গুণ করলে, পৃষ্ঠতলের ক্ষেত্রফল কত গুণ হবে?",2 গুণ,4 গুণ,6 গুণ,8 গুণ,B,নতুন পৃষ্ঠতল = 6×(2a)² = 4×6a²,5
আয়তাকার ঘনবস্তু ও ঘনক,104,"একটি আয়তাকার ঘনবস্তুর দৈর্ঘ্য, প্রস্থ ও উচ্চতা যথাক্রমে 4 সেমি, 5 সেমি ও 6 সেমি হলে, এর সমগ্রতলের ক্ষেত্রফল কত?",148 বর্গসেমি,154 বর্গসেমি,160 বর্গসেমি,166 বর্গসেমি,A,সমগ্রতল = 2(4×5 + 5×6 + 6×4) = 148 বর্গসেমি,5
আয়তাকার ঘনবস্তু ও ঘনক,105,"একটি ঘনকের আয়তন 512 ঘনসেমি হলে, এর সমস্ত ধারের মোট দৈর্ঘ্য কত?",96 সেমি,104 সেমি,112 সেমি,120 সেমি,A,a³=512 ⇒ a=8 ⇒ মোট ধার=12×8=96 সেমি,4
আয়তাকার ঘনবস্তু ও ঘনক,106,"একটি আয়তাকার ঘনবস্তুর দৈর্ঘ্য প্রস্থের দ্বিগুণ এবং উচ্চতা প্রস্থের সমান। সমগ্রতলের ক্ষেত্রফল 352 বর্গসেমি হলে, প্রস্থ কত?",4 সেমি,5 সেমি,6 সেমি,7 সেমি,A,ধরি প্রস্থ=x ⇒ 2(2x×x + 2x×x + x×x)=352 ⇒ x=4 সেমি,7
আয়তাকার ঘনবস্তু ও ঘনক,107,"একটি ঘনকের ধার 3 সেমি হলে, এর কেন্দ্র থেকে কোন তলের কেন্দ্রের দূরত্ব কত?",3/√2 সেমি,3√2 সেমি,3√3 সেমি,6 সেমি,A,দূরত্ব = ধার/√2 = 3/√2 সেমি,8
আয়তাকার ঘনবস্তু ও ঘনক,108,"একটি আয়তাকার ঘনবস্তুর আয়তন 480 ঘনসেমি এবং ভূমির ক্ষেত্রফল 60 বর্গসেমি হলে, উচ্চতা কত?",6 সেমি,8 সেমি,10 সেমি,12 সেমি,B,উচ্চতা = আয়তন/ভূমির ক্ষেত্রফল = 480/60 = 8 সেমি,4
আয়তাকার ঘনবস্তু ও ঘনক,109,"একটি ঘনকের পৃষ্ঠতলের ক্ষেত্রফল 600 বর্গসেমি হলে, এর আয়তন কত?",1000 ঘনসেমি,1250 ঘনসেমি,1500 ঘনসেমি,1750 ঘনসেমি,A,6a²=600 ⇒ a=10 ⇒ আয়তন=10³=1000 ঘনসেমি,6
আয়তাকার ঘনবস্তু ও ঘনক,110,"একটি আয়তাকার ঘনবস্তুর দৈর্ঘ্য 12 সেমি, প্রস্থ 9 সেমি এবং কর্ণ 17 সেমি হলে, উচ্চতা কত?",8 সেমি,9 সেমি,10 সেমি,11 সেমি,A,√(12²+9²+h²)=17 ⇒ h=8 সেমি,7
আয়তাকার ঘনবস্তু ও ঘনক,111,"একটি ঘনকের ধার 50% কমানো হলে, আয়তন কত গুণ কমবে?",1/2 গুণ,1/4 গুণ,1/6 গুণ,1/8 গুণ,D,নতুন আয়তন = (0.5a)³ = a³/8,6
আয়তাকার ঘনবস্তু ও ঘনক,112,"একটি আয়তাকার ঘনবস্তুর তিনটি সংলগ্ন তলের ক্ষেত্রফল 24, 30 ও 40 বর্গসেমি হলে, আয়তন কত?",120 ঘনসেমি,140 ঘনসেমি,160 ঘনসেমি,180 ঘনসেমি,A,আয়তন = √(24×30×40) = 120 ঘনসেমি,8
আয়তাকার ঘনবস্তু ও ঘনক,113,"একটি ঘনকের ধার 4 সেমি হলে, এর পার্শ্বতলের ক্ষেত্রফল কত?",64 বর্গসেমি,72 বর্গসেমি,80 বর্গসেমি,96 বর্গসেমি,A,পার্শ্বতল = 4×4² = 64 বর্গসেমি,3
আয়তাকার ঘনবস্তু ও ঘনক,114,"একটি আয়তাকার ঘনবস্তুর দৈর্ঘ্য 10 সেমি, প্রস্থ 8 সেমি এবং সমগ্রতলের ক্ষেত্রফল 376 বর্গসেমি হলে, উচ্চতা কত?",6 সেমি,7 সেমি,8 সেমি,9 সেমি,A,2(10×8 + 10h + 8h)=376 ⇒ h=6 সেমি,5
আয়তাকার ঘনবস্তু ও ঘনক,115,"একটি ঘনকের আয়তন ও সমগ্রতলের ক্ষেত্রফল সংখ্যামানে সমান হলে, ধারের দৈর্ঘ্য কত?",4 সেমি,5 সেমি,6 সেমি,7 সেমি,C,a³=6a² ⇒ a=6 সেমি,7
আয়তাকার ঘনবস্তু ও ঘনক,116,"একটি আয়তাকার ঘনবস্তুর দৈর্ঘ্য, প্রস্থ ও উচ্চতা যথাক্রমে 10%, 15% ও 20% বৃদ্ধি করলে, আয়তন কত শতাংশ বৃদ্ধি পাবে?",45%,50%,51.8%,55%,C,নতুন আয়তন = 1.1×1.15×1.2 = 1.518 ⇒ 51.8% বৃদ্ধি,9
আয়তাকার ঘনবস্তু ও ঘনক,117,"একটি ঘনকের ধার 2 সেমি হলে, এর কেন্দ্র থেকে কোন ধারের মধ্যবিন্দুর দূরত্ব কত?",√2 সেমি,√3 সেমি,√5 সেমি,√6 সেমি,A,দূরত্ব = √(1²+1²) = √2 সেমি,8
আয়তাকার ঘনবস্তু ও ঘনক,118,"একটি আয়তাকার ঘনবস্তুর দৈর্ঘ্য প্রস্থের 2 গুণ এবং উচ্চতা প্রস্থের 3 গুণ। সমগ্রতলের ক্ষেত্রফল 792 বর্গসেমি হলে, প্রস্থ কত?",3 সেমি,4 সেমি,5 সেমি,6 সেমি,D,ধরি প্রস্থ=x ⇒ 2(2x×x + 2x×3x + x×3x)=792 ⇒ x=6 সেমি,7
আয়তাকার ঘনবস্তু ও ঘনক,119,"একটি ঘনকের পৃষ্ঠতলে রং করতে প্রতি বর্গমিটারে 5 টাকা খরচ হলে, 4 সেমি ধারবিশিষ্ট ঘনক রং করতে কত টাকা লাগবে?",4.8 টাকা,5.2 টাকা,5.6 টাকা,6.0 টাকা,A,মোট খরচ = 6×0.04²×5 = 4.8 টাকা,5
আয়তাকার ঘনবস্তু ও ঘনক,120,"একটি আয়তাকার ঘনবস্তুর আয়তন 240 ঘনসেমি এবং ভূমির ক্ষেত্রফল 48 বর্গসেমি হলে, উচ্চতা কত?",4 সেমি,5 সেমি,6 সেমি,7 সেমি,B,উচ্চতা = আয়তন/ভূমির ক্ষেত্রফল = 240/48 = 5 সেমি,4
আয়তাকার ঘনবস্তু ও ঘনক,121,"একটি ঘনকের ধার 3 গুণ করলে, আয়তন কত গুণ হবে?",3 গুণ,6 গুণ,9 গুণ,27 গুণ,D,নতুন আয়তন = (3a)³ = 27a³,6
আয়তাকার ঘনবস্তু ও ঘনক,122,"একটি আয়তাকার ঘনবস্তুর দৈর্ঘ্য 6 সেমি, প্রস্থ 5 সেমি এবং কর্ণ √110 সেমি হলে, উচ্চতা কত?",4 সেমি,5 সেমি,6 সেমি,7 সেমি,D,√(6²+5²+h²)=√110 ⇒ h=7 সেমি,7
আয়তাকার ঘনবস্তু ও ঘনক,123,"একটি ঘনকের সমগ্রতলের ক্ষেত্রফল 96 বর্গসেমি হলে, এর পার্শ্বতলের ক্ষেত্রফল কত?",64 বর্গসেমি,72 বর্গসেমি,80 বর্গসেমি,88 বর্গসেমি,A,6a²=96 ⇒ a=4 ⇒ পার্শ্বতল=4×4²=64 বর্গসেমি,5
আয়তাকার ঘনবস্তু ও ঘনক,124,"একটি আয়তাকার ঘনবস্তুর দৈর্ঘ্য, প্রস্থ ও উচ্চতা যথাক্রমে 8 সেমি, 6 সেমি ও 10 সেমি হলে, কর্ণের দৈর্ঘ্য কত?",10√2 সেমি,12√2 সেমি,14√2 সেমি,16√2 সেমি,A,কর্ণ = √(8²+6²+10²) = √200 = 10√2 সেমি,6
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",125,একটি আয়তাকার ঘনবস্তু কী?,একটি ত্রিমাত্রিক আকৃতি যার সব মুখ আয়তক্ষেত্র,একটি দ্বিমাত্রিক তল,একটি বক্রতল,একটি বিন্দু,A,আয়তাকার ঘনবস্তুর সব মুখ আয়তক্ষেত্র এবং এটি ত্রিমাত্রিক।,1
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",126,একটি ঘনক কী?,একটি আয়তাকার ঘনবস্তু যার সব মুখ বর্গ,একটি সমতল,একটি সরলরেখা,একটি ত্রিভুজ,A,ঘনকের সব মুখ বর্গ এবং সব ধার সমান দৈর্ঘ্যের।,1
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",127,একটি ঘনকের মুখের সংখ্যা কত?,4,6,8,12,B,একটি ঘনকের ৬টি মুখ থাকে সবগুলো বর্গাকার।,1
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",128,আয়তাকার ঘনবস্তুর ধারের সংখ্যা কত?,8,10,12,16,C,আয়তাকার ঘনবস্তুর ১২টি ধার থাকে।,1
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",129,একটি ঘনকের কোণের সংখ্যা কত?,6,8,10,12,B,একটি ঘনকের ৮টি কোণ থাকে।,1
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",130,আয়তাকার ঘনবস্তুর মুখগুলোর আকৃতি কী?,বর্গ,আয়তক্ষেত্র,ত্রিভুজ,বৃত্ত,B,আয়তাকার ঘনবস্তুর সব মুখ আয়তক্ষেত্র।,1
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",131,একটি ঘনকের সব ধার কি সমান হয়?,হ্যাঁ,না,কখনো কখনো,শুধু বিপরীত ধার,A,ঘনকের সব ধার সমান দৈর্ঘ্যের হয়।,2
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",132,আয়তাকার ঘনবস্তুর মুখের সংখ্যা কত?,4,6,8,10,B,আয়তাকার ঘনবস্তুর ৬টি মুখ থাকে।,2
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",133,একটি ঘনকের মুখগুলোর মধ্যে কোণ কত?,৪৫°,৬০°,৯০°,১২০°,C,ঘনকের মুখগুলো পরস্পরের সাথে ৯০° কোণে থাকে।,2
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",134,আয়তাকার ঘনবস্তুর কোন মুখগুলো সমান্তরাল হয়?,বিপরীত মুখ,সংলগ্ন মুখ,সব মুখ,কোনো মুখ নয়,A,আয়তাকার ঘনবস্তুর বিপরীত মুখগুলো সমান্তরাল।,2
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",135,একটি ঘনক কি আয়তাকার ঘনবস্তুর একটি বিশেষ রূপ?,হ্যাঁ,না,শুধু মুখের ক্ষেত্রে,শুধু ধারের ক্ষেত্রে,A,ঘনক হলো আয়তাকার ঘনবস্তু যার সব ধার সমান।,2
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",136,আয়তাকার ঘনবস্তুর কোণগুলোর মধ্যে কোণ কত?,৪৫°,৬০°,৯০°,১২০°,C,আয়তাকার ঘনবস্তুর সব কোণ ৯০°।,2
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",137,একটি ঘনকের মোট পৃষ্ঠের ক্ষেত্রফল কীভাবে নির্ধারিত হয়?,৬a²,৪a²,২a²,a³,A,ঘনকের মোট পৃষ্ঠের ক্ষেত্রফল = ৬ × মুখের ক্ষেত্রফল = ৬a² যেখানে a হলো ধারের দৈর্ঘ্য।,3
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",138,আয়তাকার ঘনবস্তুর আয়তন কীভাবে নির্ধারিত হয়?,l × b,l × b × h,h × b,l + b + h,B,আয়তন = দৈর্ঘ্য (l) × প্রস্থ (b) × উচ্চতা (h)।,3
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",139,একটি ঘনকের আয়তন কী?,a²,৬a²,a³,৪a³,C,ঘনকের আয়তন = ধারের দৈর্ঘ্যের ঘন = a³।,3
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",140,আয়তাকার ঘনবস্তুর মোট পৃষ্ঠের ক্ষেত্রফল কী?,২(lb + bh + hl),lb + bh + hl,৬(lb + bh + hl),l + b + h,A,"মোট পৃষ্ঠের ক্ষেত্রফল=2(lw+lh+wh) যেখানে, 𝑙 l = দৈর্ঘ্য (length) 𝑤 w = প্রস্থ (width) ℎ h = উচ্চতা (height)",3
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",141,একটি ঘনকের কত জোড়া মুখ সমান্তরাল?,2,3,4,6,B,ঘনকের ৩ জোড়া বিপরীত মুখ সমান্তরাল।,3
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",142,আয়তাকার ঘনবস্তুর কতটি ধার একটি কোণে মিলিত হয়?,2,3,4,5,B,প্রতিটি কোণে ৩টি ধার মিলিত হয়।,3
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",143,একটি ঘনকের সব মুখ কি সমান হয়?,হ্যাঁ,না,শুধু বিপরীত মুখ,শুধু সংলগ্ন মুখ,A,ঘনকের সব মুখ বর্গ এবং সমান ক্ষেত্রফলের।,4
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",144,আয়তাকার ঘনবস্তুর বিপরীত মুখগুলো কি সমান হয়?,হ্যাঁ,না,শুধু ঘনকের ক্ষেত্রে,শুধু সংলগ্ন মুখ,A,আয়তাকার ঘনবস্তুর বিপরীত মুখগুলো সমান এবং সমান্তরাল।,4
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",145,একটি ঘনকের একটি মুখের ক্ষেত্রফল কত?,a²,২a²,৪a²,৬a²,A,একটি মুখের ক্ষেত্রফল = ধার² = a²।,4
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",146,"আয়তাকার ঘনবস্তুর দৈর্ঘ্য  প্রস্থ উচ্চতা যথাক্রমে ৪,3, ২ হলে আয়তন কত?",12,24,36,48,B,আয়তন = ৪ × ৩ × ২ = ২৪ ঘন একক।,4
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",147,একটি ঘনকের ধার ৩ সে.মি. হলে পৃষ্ঠের ক্ষেত্রফল কত?,২৭ বর্গ সে.মি.,৫৪ বর্গ সে.মি.,৮১ বর্গ সে.মি.,১০৮ বর্গ সে.মি.,B,পৃষ্ঠের ক্ষেত্রফল = ৬ × ৩² = ৬ × ৯ = ৫৪ বর্গ সে.মি.।,4
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",148,আয়তাকার ঘনবস্তুর সংলগ্ন মুখগুলোর মধ্যে কোণ কত?,৪৫°,৬০°,৯০°,১২০°,C,সংলগ্ন মুখগুলো ৯০° কোণে মিলিত হয়।,4
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",149,একটি ঘনকের ধার ২ সে.মি. হলে আয়তন কত?,৪ ঘন সে.মি.,৬ ঘন সে.মি.,৮ ঘন সে.মি.,১২ ঘন সে.মি.,C,আয়তন = ২³ = ৮ ঘন সে.মি.।,5
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",150,"আয়তাকার ঘনবস্তুর দৈর্ঘ্য  প্রস্থ উচ্চতা যথাক্রমে ৫, 4 , ৩ হলে পৃষ্ঠের ক্ষেত্রফল কত?",৪২ বর্গ একক,৬৪ বর্গ একক,৯৪ বর্গ একক,১২৪ বর্গ একক,C,পৃষ্ঠের ক্ষেত্রফল = ২(৫×৪ + ৪×৩ + ৫×৩) = ২(২০ + ১২ + ১৫) = ৯৪ বর্গ একক।,5
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",151,একটি ঘনকের মুখ  ধার ও কোণের সম্পর্ক কী?,মুখ + কোণ = ধার + ২,মুখ + ধার = কোণ + ২,মুখ + কোণ = ধার,মুখ + ধার = কোণ,A,ঘনকের জন্য মুখ (৬) + কোণ (৮) = ধার (১২) + ২ (ওয়েলারের সূত্র)।,5
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",152,আয়তাকার ঘনবস্তুর কতটি মুখ একটি ধারে মিলিত হয়?,2,3,4,5,B,প্রতিটি ধারে ৩টি মুখ মিলিত হয়।,5
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",153,একটি ঘনকের পৃষ্ঠের ক্ষেত্রফল ২৪ বর্গ সে.মি. হলে ধারের দৈর্ঘ্য কত?,২ সে.মি.,৩ সে.মি.,৪ সে.মি.,৬ সে.মি.,A,"৬a² = ২৪, a² = ৪	a = ২ সে.মি.।",5
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",154,আয়তাকার ঘনবস্তুর আয়তন ৬০ ঘন একক এবং দৈর্ঘ্য  প্রস্থ উচ্চতা যথাক্রমে ৫ 4 x হলে x কত?,2,3,4,5,B,"আয়তন = ৫ × ৪ × x = ৬০ , x = ৩।",5
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",155,একটি ঘনকের আয়তন ৬৪ ঘন সে.মি. হলে ধারের দৈর্ঘ্য কত?,২ সে.মি.,৪ সে.মি.,৬ সে.মি.,৮ সে.মি.,B,"a³ = ৬৪ , a = ৪ সে.মি.।",6
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",156,"আয়তাকার ঘনবস্তুর পৃষ্ঠের ক্ষেত্রফল ৬২ বর্গ একক এবং দৈর্ঘ্য  প্রস্থ	উচ্চতা যথাক্রমে ৫	3 x হলে x কত?",1,2,3,4,B,"২(৫×৩ + ৩×x + ৫×x) = ৬২,  ১৫ + ৮x = ৩১	 ,৮x = ১৬, x =2",6
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",157,একটি ঘনকের ধারের দৈর্ঘ্য দ্বিগুণ করলে আয়তন কত গুণ বৃদ্ধি পায়?,2,4,6,8,D,"আয়তন = a³ ধার ২a হলে আয়তন = (২a)³ = ৮a³	অর্থাৎ ৮ গুণ।",6
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",158,আয়তাকার ঘনবস্তুর দৈর্ঘ্য  প্রস্থ উচ্চতা সমান হলে এটি কী হয়?,ঘনক,প্রিজম,পিরামিড,সিলিন্ডার,A,"দৈর্ঘ্য  প্রস্থ	 উচ্চতা সমান হলে আয়তাকার ঘনবস্তু ঘনক হয়।",6
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",159,একটি ঘনকের পৃষ্ঠের ক্ষেত্রফল ও আয়তন সমান হলে ধারের দৈর্ঘ্য কত?,4,6,8,10,B,"৬a² = a³ ,  a = ৬।",6
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",160,"আয়তাকার ঘনবস্তুর একটি মুখের ক্ষেত্রফল ১২ বর্গ একক এবং দৈর্ঘ্য প্রস্থ যথাক্রমে ৪ ,৩ হলে উচ্চতা কত?",1,2,3,4,D,"৪ × ৩ = ১২  উচ্চতা অন্য মুখের জন্য নির্ধারিত হবে	ধরে নিলে ৪।",6
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",161,একটি ঘনকের ধারের দৈর্ঘ্য দ্বিগুণ করলে পৃষ্ঠের ক্ষেত্রফল কত গুণ বৃদ্ধি পায়?,2,4,6,8,B,"পৃষ্ঠের ক্ষেত্রফল = ৬a², ধার ২a হলে = ৬(২a)² = ২৪a², অর্থাৎ ৪ গুণ।",7
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",162,আয়তাকার ঘনবস্তুর আয়তন ১২০ ঘন একক এবং দৈর্ঘ্য  প্রস্থ উচ্চতার অনুপাত ৫:৪:৩ হলে দৈর্ঘ্য কত?,5,6,10,12,C,"৫x × ৪x × ৩x = ১২০, ৬০x³ = ১২০, x = ∛(২), দৈর্ঘ্য = ৫x ≈ ১০।",7
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",163,একটি ঘনকের মুখের ক্ষেত্রফল ১৬ বর্গ সে.মি. হলে আয়তন কত?,�৬৪ ঘন সে.মি.,১২৮ ঘন সে.মি.,২৫৬ ঘন সে.মি.,৫১২ ঘন সে.মি.,A,"a² = ১৬ a = ৪	আয়তন = ৪³ = ৬৪ ঘন সে.মি.।",7
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",164,"আয়তাকার ঘনবস্তুর পৃষ্ঠের ক্ষেত্রফল ১০০ বর্গ একক এবং দৈর্ঘ্য  প্রস্থ	উচ্চতা যথাক্রমে ৫	5x হলে x কত?",2,3,4,5,C,"২(৫×৫ + ৫×x + ৫×x) = ১০০, ২৫ + ১০x = ৫০, ১০x = ২৫	x = ৪।",7
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",165,একটি ঘনকের আয়তন ও পৃষ্ঠের ক্ষেত্রফলের অনুপাত কী?,a/6,6/a,a/3,3/a,A,"আয়তন = a³ পৃষ্ঠের ক্ষেত্রফল = ৬a²	অনুপাত = a³ / ৬a² = a/6।",7
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",166,আয়তাকার ঘনবস্তুর দৈর্ঘ্য  প্রস্থ উচ্চতা ৬ 4 ৩ হলে কোন মুখের ক্ষেত্রফল সর্বাধিক?,৬×৪,৪×৩,৬×৩,সব সমান,A,"৬×৪ = ২৪	৪×৩ = ১২	৬×৩ = ১৮	সর্বাধিক ২৪ বর্গ একক।",7
