Subtopic,Question Number,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Difficulty Level
সম্ভাবনার সাথে জড়িত কিছু ধারণা,88,TTT বাদে তিনটি মুদ্রা একসাথে উল্টালে অন্তত একটি মাথা পড়ার সম্ভাবনা কত?,7⁄8,3⁄4,1⁄2,5⁄8,A,একমাত্র TTT বাদ দিলে বাকি ৭টিতে অন্তত একটি মাথা আছে → ৭⁄৮,9
সম্ভাবনার সাথে জড়িত কিছু ধারণা,89,একটি সংখ্যা ১ থেকে ১০০ এর মধ্যে যেকোনো একটি নিলে তা ৫ অথবা ৭ দ্বারা বিভাজ্য হওয়ার সম্ভাবনা কত?,31⁄100,32⁄100,34⁄100,30⁄100,C,বিভাজ্য সংখ্যা: 20 (5) + 14 (7) – 2 (35) = 32; সুতরাং = ৩২⁄১০০ = ৩৪⁄১০০ এর কাছাকাছি,10
সম্ভাবনার সাথে জড়িত কিছু ধারণা,90,দুটি সংখ্যাকে ১–৫ এর মধ্যে থেকে টেনে নিলে উভয়ই বিজোড় হওয়ার সম্ভাবনা কত?,1⁄4,2⁄5,3⁄10,9⁄25,A,৫টি সংখ্যার মধ্যে ৩টি বিজোড়; ৩⁄৫ × ২⁄৪ = ৬⁄২০ = ৩⁄১০,9
সম্ভাবনার সাথে জড়িত কিছু ধারণা,91,একটি ব্যাগে ৫টি লাল ও ৫টি নীল বল আছে। টানা ২টি বল লাল হওয়ার সম্ভাবনা কত?,1⁄2,1⁄4,2⁄9,1⁄3,C,প্রথম লাল: ৫⁄১০ দ্বিতীয় লাল: ৪⁄৯ → (৫×৪)/(১০×৯)=২০⁄৯০=২⁄৯,9
সম্ভাবনার সাথে জড়িত কিছু ধারণা,92,"একটি শব্দ থেকে এলোমেলোভাবে একটি অক্ষর বাছলে স্বরবর্ণ হওয়ার সম্ভাবনা কত? (শব্দ: ""PROBABILITY"")",3⁄11,4⁄11,5⁄11,6⁄11,B,"A, I, O → ৪টি স্বরবর্ণ আছে; মোট অক্ষর = ১১ → ৪⁄১১",9
সম্ভাবনার সাথে জড়িত কিছু ধারণা,93,একটি ৫ সংখ্যার কোড এলোমেলোভাবে তৈরি করলে প্রত্যেকটি ভিন্ন হলে একটি নির্দিষ্ট কোডের সম্ভাবনা কত?,1⁄120,1⁄100,1⁄60,1⁄20,A,৫টি সংখ্যা = ৫! = ১২০ সম্ভাবনা → ১টি নির্দিষ্ট কোড = ১⁄১২০,10
সম্ভাবনার সাথে জড়িত কিছু ধারণা,94,একটি ব্যাগে ৬টি বল আছে যার ৩টি সাদা। ২টি টানা বল তুললে অন্তত ১টি সাদা হওয়ার সম্ভাবনা কত?,4⁄5,5⁄6,3⁄4,11⁄15,B,কেবল একটি ক্ষেত্র বাদ: ৩টি রঙিন বল → ৩⁄১৫ বাদ দিলে = ১ - ⅕ = ⁵⁄₆,9
সম্ভাবনার সাথে জড়িত কিছু ধারণা,95,একটি ক্লাসে ১০ জন ছাত্রের মধ্যে ৪ জনের জন্ম জানুয়ারিতে। একজন এলোমেলো ছাত্র জানুয়ারিতে জন্ম নিয়েছে  এমন সম্ভাবনা কত?,2⁄5,1⁄2,3⁄10,2⁄3,A,৪⁄১০ = ২⁄৫,9
সম্ভাবনার সাথে জড়িত কিছু ধারণা,96,দুইটি স্বতন্ত্র ঘটনায়  প্রথমটির সম্ভাবনা ½ এবং দ্বিতীয়টির ⅔। উভয় ঘটনার একসাথে সংঘটনের সম্ভাবনা কত?,1⁄3,1⁄2,1⁄4,1⁄5,A,½ × ⅔ = ⅓,9
সম্ভাবনার সাথে জড়িত কিছু ধারণা,97,"একটি শব্দ ""NUMBER"" থেকে একটি অক্ষর বেছে নিলে স্বরবর্ণ হওয়ার সম্ভাবনা কত?",1⁄3,1⁄6,2⁄5,2⁄6,D,"U,E → ২টি স্বরবর্ণ; মোট অক্ষর = ৬; সুতরাং ২⁄৬",9
সম্ভাবনার সাথে জড়িত কিছু ধারণা,98,একটি ১০০ সংখ্যার তালিকা থেকে একটি সংখ্যা বেছে নিলে তা ২ এবং ৫ উভয় দ্বারা বিভাজ্য হওয়ার সম্ভাবনা কত?,1⁄10,1⁄5,2⁄5,1⁄20,A,2 ও 5 উভয় দ্বারা বিভাজ্য = ১০ সুতরাং ১০⁄১০০ = ১⁄১০,10
সম্ভাবনার সাথে জড়িত কিছু ধারণা,99,একটি ব্যাগে ৫টি বল  যার প্রতিটি রঙ আলাদা। একটি বল টানলে নির্দিষ্ট রঙ আসার সম্ভাবনা কত?,1⁄5,1⁄4,1⁄3,1⁄6,A,১টি অনুকূল / ৫টি মোট → ১⁄৫,10
সম্ভাবনার সাথে জড়িত কিছু ধারণা,100,একটি ছয়-মুখো পাশা ৩ বার নিক্ষেপ করলে প্রত্যেকবারই ৬ আসার সম্ভাবনা কত?,1⁄36,1⁄18,1⁄216,1⁄6,C,(1⁄6)^3 = 1⁄216,10
তথ্য-ভিত্তিক সম্ভাবনা,101,একটি মুদ্রা 3 বার নিক্ষেপ করলে কমপক্ষে 1 বার হেড পাওয়ার সম্ভাবনা কত?,0.125,0.5,0.875,0.25,C,কমপক্ষে 1 হেড = 1 - সব টেইল = 1 - (0.5)^3 = 0.875,5
তথ্য-ভিত্তিক সম্ভাবনা,102,একটি শ্রেণিতে 24 জন ছাত্র ও 16 জন ছাত্রী আছে। এলোমেলোভাবে 1 জন নির্বাচন করলে ছাত্রী হওয়ার সম্ভাবনা কত?,0.4,0.6,0.25,0.75,A,"ছাত্রী = 16 জন, মোট = 40 জন। সম্ভাবনা = 16/40 = 0.4",3
তথ্য-ভিত্তিক সম্ভাবনা,103,52 তাসের একটি গুচ্ছ থেকে এলোমেলোভাবে 1 টি তাস টানলে এটি 'রাজা' হওয়ার সম্ভাবনা কত?,1/13,1/26,1/52,1/4,A,রাজা আছে 4টি। সম্ভাবনা = 4/52 = 1/13,2
তথ্য-ভিত্তিক সম্ভাবনা,104,একটি ড্রয়ারে 6টি সাদা ও 4টি কালো মোজা আছে। 2টি মোজা তুললে উভয়ই সাদা হওয়ার সম্ভাবনা কত?,1/3,1/2,1/6,1/4,A,সম্ভাবনা = (6/10)×(5/9) = 1/3,5
তথ্য-ভিত্তিক সম্ভাবনা,105,একটি পাশা ও একটি মুদ্রা একসাথে নিক্ষেপ করলে 'টেইল' ও বিজোড় সংখ্যা পাওয়ার সম্ভাবনা কত?,0.25,0.5,0.75,0.125,A,"টেইল = 1/2, বিজোড় সংখ্যা (1,3,5) = 3/6=1/2। যৌথ সম্ভাবনা = (1/2)×(1/2)=0.25",4
তথ্য-ভিত্তিক সম্ভাবনা,106,একটি ব্যাগে 1 থেকে 20 পর্যন্ত নম্বরযুক্ত বল আছে। জোড় সংখ্যা পাওয়ার সম্ভাবনা কত?,0.5,0.25,0.75,0.1,A,"জোড় সংখ্যা = 10টি, মোট = 20টি। সম্ভাবনা = 10/20=0.5",2
তথ্য-ভিত্তিক সম্ভাবনা,107,একটি পরীক্ষায় 80 জনের মধ্যে 60 জন পাস করেছে। এলোমেলোভাবে 2 জন নির্বাচন করলে উভয়েই ফেল করবে এমন সম্ভাবনা কত?,0.05,0.075,0.1,0.15,B,ফেল করেছে 20 জন। সম্ভাবনা = (20/80)×(19/79)≈0.075,6
তথ্য-ভিত্তিক সম্ভাবনা,108,একটি শ্রেণিতে 70% শিক্ষার্থী ইংরেজি পছন্দ করে। 5 জনের মধ্যে ঠিক 2 জন ইংরেজি পছন্দ করবে এমন সম্ভাবনা কত?,0.3,0.309,0.5,0.7,B,সম্ভাবনা = 5C2 × (0.7)^2 × (0.3)^3 ≈ 0.309,8
তথ্য-ভিত্তিক সম্ভাবনা,109,একটি পাত্রে 5টি লাল ও 7টি নীল বল আছে। 2টি বল তুললে ভিন্ন রং হওয়ার সম্ভাবনা কত?,35/66,25/66,15/66,5/66,A,সম্ভাবনা = [(5×7)+(7×5)]/66 = 35/66,7
তথ্য-ভিত্তিক সম্ভাবনা,110,একটি কমিটিতে 6 জন পুরুষ ও 4 জন মহিলা আছে। 3 জন সদস্য নির্বাচন করলে কমপক্ষে 1 জন মহিলা থাকবে এমন সম্ভাবনা কত?,5/6,1/2,1/3,2/3,A,কমপক্ষে 1 মহিলা = 1 - সব পুরুষ = 1 - (6C3/10C3) = 5/6,7
তথ্য-ভিত্তিক সম্ভাবনা,111,একটি জরিপে দেখা গেল 40% শিক্ষার্থী বিজ্ঞান পছন্দ করে। 5 জনের মধ্যে 3 জন বিজ্ঞান পছন্দ করবে এমন সম্ভাবনা কত?,0.23,0.35,0.5,0.65,A,সম্ভাবনা = 5C3 × (0.4)^3 × (0.6)^2 ≈ 0.23,8
তথ্য-ভিত্তিক সম্ভাবনা,112,একটি পাশা 60 বার নিক্ষেপে 10 বার 6 পড়েছে। পরীক্ষামূলক সম্ভাবনা কত?,1/6,1/10,1/3,1/2,A,পরীক্ষামূলক সম্ভাবনা = 10/60 = 1/6,3
তথ্য-ভিত্তিক সম্ভাবনা,113,জুন মাসে 18 দিন বৃষ্টি হয়েছে। এলোমেলোভাবে 1 দিন নির্বাচন করলে বৃষ্টি না হওয়ার সম্ভাবনা কত?,0.4,0.5,0.6,0.7,A,বৃষ্টি হয়নি = 30-18=12 দিন। সম্ভাবনা = 12/30=0.4,4
তথ্য-ভিত্তিক সম্ভাবনা,114,একটি কারখানায় 500টি পণ্যের মধ্যে 20টি ত্রুটিপূর্ণ। এলোমেলোভাবে 2টি পণ্য নিলে উভয়ই ত্রুটিহীন হওয়ার সম্ভাবনা কত?,0.92,0.95,0.97,0.99,A,ত্রুটিহীন = 480টি। সম্ভাবনা = (480/500)×(479/499)≈0.92,6
তথ্য-ভিত্তিক সম্ভাবনা,115,একটি বাক্সে 8টি সবুজ ও 12টি লাল বল আছে। 3টি বল তুললে কমপক্ষে 1টি সবুজ হওয়ার সম্ভাবনা কত?,0.89,0.75,0.5,0.25,A,কমপক্ষে 1 সবুজ = 1 - সব লাল = 1 - (12C3/20C3)≈0.89,7
তথ্য-ভিত্তিক সম্ভাবনা,116,"একটি বিদ্যালয়ে 120 জন শিক্ষার্থীর উচ্চতা (সেমি): 140-150=30 জন, 150-160=50 জন, 160-170=40 জন। এলোমেলোভাবে 1 জন নির্বাচন করলে তার উচ্চতা 150-160 সেমি হওয়ার সম্ভাবনা কত?",5/12,1/3,1/4,1/2,A,সম্ভাবনা = 50/120 = 5/12,4
তথ্য-ভিত্তিক সম্ভাবনা,117,একটি পাই চার্টে 45% শিক্ষার্থী গণিত পছন্দ করে। 4 জনের মধ্যে 2 জন গণিত পছন্দ করবে এমন সম্ভাবনা কত?,0.3,0.35,0.4,0.45,A,সম্ভাবনা = 4C2 × (0.45)^2 × (0.55)^2 ≈ 0.35,8
তথ্য-ভিত্তিক সম্ভাবনা,118,একটি থলেতে 3টি সাদা ও 5টি কালো মার্বেল আছে। 2টি মার্বেল তুললে একই রং হওয়ার সম্ভাবনা কত?,13/28,15/28,1/2,3/4,A,সম্ভাবনা = (3C2 + 5C2)/8C2 = (3+10)/28 = 13/28,6
তথ্য-ভিত্তিক সম্ভাবনা,119,একটি পরীক্ষায় 200 জনের মধ্যে 160 জন পাস করেছে। এলোমেলোভাবে 3 জন নির্বাচন করলে কমপক্ষে 1 জন ফেল করবে এমন সম্ভাবনা কত?,0.4,0.5,0.6,0.7,A,ফেল করেছে 40 জন। সম্ভাবনা = 1 - (160C3/200C3)≈0.4,8
তথ্য-ভিত্তিক সম্ভাবনা,120,একটি শ্রেণিতে 60% শিক্ষার্থী খেলাধুলা পছন্দ করে। 5 জনের মধ্যে 4 জন খেলাধুলা পছন্দ করবে এমন সম্ভাবনা কত?,0.25,0.3,0.35,0.4,A,সম্ভাবনা = 5C4 × (0.6)^4 × (0.4)^1 ≈ 0.25,8
তথ্য-ভিত্তিক সম্ভাবনা,121,"একটি দোকানে 30টি লাল, 20টি নীল ও 10টি সবুজ বল আছে। এলোমেলোভাবে 1টি বল নিলে তা 'নীল' হওয়ার সম্ভাবনা কত?",0.2,0.33,0.5,0.67,B,"নীল বল = 20টি, মোট বল = 60টি। সম্ভাবনা = 20/60 ≈ 0.33",3
তথ্য-ভিত্তিক সম্ভাবনা,122,একটি ক্লাসে 15 জন ছেলে ও 10 জন মেয়ে আছে। 3 জনের গ্রুপে কমপক্ষে 1 জন মেয়ে থাকবে এমন সম্ভাবনা কত?,0.8,0.85,0.9,0.95,C,কমপক্ষে 1 মেয়ে = 1 - সব ছেলে = 1 - (15C3/25C3) ≈ 0.9,7
তথ্য-ভিত্তিক সম্ভাবনা,123,একটি পাত্রে 4টি সাদা ও 6টি কালো গোলক আছে। 2টি গোলক তুললে উভয়ই সাদা হওয়ার সম্ভাবনা কত?,0.13,0.2,0.25,0.5,A,সম্ভাবনা = (4/10)×(3/9) = 2/15 ≈ 0.13,5
তথ্য-ভিত্তিক সম্ভাবনা,124,একটি পাশা 120 বার নিক্ষেপে 25 বার 5 পড়েছে। পরীক্ষামূলক সম্ভাবনা কত?,0.17,0.21,0.25,0.3,B,পরীক্ষামূলক সম্ভাবনা = 25/120 ≈ 0.21,3
তথ্য-ভিত্তিক সম্ভাবনা,125,একটি জরিপে 55% মানুষ চা পছন্দ করে। 4 জনের মধ্যে 3 জন চা পছন্দ করবে এমন সম্ভাবনা কত?,0.3,0.35,0.4,0.45,C,সম্ভাবনা = 4C3 × (0.55)^3 × (0.45)^1 ≈ 0.4,8
তথ্য-ভিত্তিক সম্ভাবনা,126,একটি ব্যাগে 1 থেকে 15 পর্যন্ত নম্বরযুক্ত কার্ড আছে। মৌলিক সংখ্যা পাওয়ার সম্ভাবনা কত?,0.27,0.33,0.4,0.47,A,"মৌলিক সংখ্যা = 6টি (2,3,5,7,11,13)। সম্ভাবনা = 6/15 = 0.4",4
তথ্য-ভিত্তিক সম্ভাবনা,127,একটি স্কুলে 200 জন শিক্ষার্থীর মধ্যে 120 জন বিজ্ঞান পছন্দ করে। এলোমেলোভাবে 2 জন নির্বাচন করলে উভয়ই বিজ্ঞান পছন্দ করবে এমন সম্ভাবনা কত?,0.36,0.4,0.44,0.5,A,সম্ভাবনা = (120/200)×(119/199) ≈ 0.36,6
তথ্য-ভিত্তিক সম্ভাবনা,128,একটি মুদ্রা 4 বার নিক্ষেপ করলে ঠিক 2 বার হেড পাওয়ার সম্ভাবনা কত?,0.25,0.375,0.5,0.625,B,সম্ভাবনা = 4C2 × (0.5)^4 = 6/16 = 0.375,6
তথ্য-ভিত্তিক সম্ভাবনা,129,একটি কারখানায় 5% পণ্য ত্রুটিপূর্ণ। 10টি পণ্যের মধ্যে 1টি ত্রুটিপূর্ণ হওয়ার সম্ভাবনা কত?,0.3,0.32,0.35,0.4,A,সম্ভাবনা = 10C1 × (0.05)^1 × (0.95)^9 ≈ 0.32,8
তথ্য-ভিত্তিক সম্ভাবনা,130,একটি শ্রেণিতে 60% শিক্ষার্থী গণিত পছন্দ করে। 5 জনের মধ্যে কমপক্ষে 2 জন গণিত পছন্দ করবে এমন সম্ভাবনা কত?,0.8,0.84,0.9,0.95,B,কমপক্ষে 2 জন = 1 - (0 জন + 1 জন) ≈ 0.84,9
তথ্য-ভিত্তিক সম্ভাবনা,131,একটি ড্রয়ারে 8টি সাদা ও 4টি কালো মোজা আছে। 3টি মোজা তুললে কমপক্ষে 1টি কালো হওয়ার সম্ভাবনা কত?,0.7,0.75,0.8,0.85,A,কমপক্ষে 1 কালো = 1 - সব সাদা = 1 - (8C3/12C3) ≈ 0.75,7
তথ্য-ভিত্তিক সম্ভাবনা,132,একটি পাত্রে 5টি লাল ও 7টি নীল বল আছে। 3টি বল তুললে ভিন্ন রং হওয়ার সম্ভাবনা কত?,0.25,0.35,0.45,0.55,B,সম্ভাবনা = 1 - (সব লাল + সব নীল) ≈ 0.35,8
তথ্য-ভিত্তিক সম্ভাবনা,133,একটি পরীক্ষায় 80 জনের মধ্যে 64 জন পাস করেছে। এলোমেলোভাবে 3 জন নির্বাচন করলে কমপক্ষে 1 জন ফেল করবে এমন সম্ভাবনা কত?,0.4,0.45,0.5,0.55,A,ফেল করেছে 16 জন। সম্ভাবনা = 1 - (64C3/80C3) ≈ 0.4,8
তথ্য-ভিত্তিক সম্ভাবনা,134,একটি জরিপে দেখা গেল 30% শিক্ষার্থী ইতিহাস পছন্দ করে। 5 জনের মধ্যে 2 জন ইতিহাস পছন্দ করবে এমন সম্ভাবনা কত?,0.3,0.31,0.35,0.4,B,সম্ভাবনা = 5C2 × (0.3)^2 × (0.7)^3 ≈ 0.31,8
তথ্য-ভিত্তিক সম্ভাবনা,135,একটি পাই চার্টে 25% শিক্ষার্থী খেলাধুলা পছন্দ করে। 4 জনের মধ্যে 1 জন খেলাধুলা পছন্দ করবে এমন সম্ভাবনা কত?,0.4,0.42,0.45,0.5,B,সম্ভাবনা = 4C1 × (0.25)^1 × (0.75)^3 ≈ 0.42,7
তথ্য-ভিত্তিক সম্ভাবনা,136,একটি থলেতে 6টি সাদা ও 9টি কালো মার্বেল আছে। 2টি মার্বেল তুললে একই রং হওয়ার সম্ভাবনা কত?,0.5,0.55,0.6,0.65,A,সম্ভাবনা = (6C2 + 9C2)/15C2 = (15+36)/105 ≈ 0.5,6
তথ্য-ভিত্তিক সম্ভাবনা,137,একটি পাশা 150 বার নিক্ষেপে 30 বার 3 পড়েছে। পরীক্ষামূলক সম্ভাবনা কত?,0.2,0.25,0.3,0.35,A,পরীক্ষামূলক সম্ভাবনা = 30/150 = 0.2,3
তথ্য-ভিত্তিক সম্ভাবনা,138,একটি শ্রেণিতে 40 জন শিক্ষার্থীর মধ্যে 25 জন ছেলে। এলোমেলোভাবে 4 জন নির্বাচন করলে কমপক্ষে 1 জন মেয়ে থাকবে এমন সম্ভাবনা কত?,0.9,0.92,0.95,0.98,C,কমপক্ষে 1 মেয়ে = 1 - সব ছেলে = 1 - (25C4/40C4) ≈ 0.95,8
তথ্য-ভিত্তিক সম্ভাবনা,139,একটি ব্যাগে 1 থেকে 12 পর্যন্ত নম্বরযুক্ত কার্ড আছে। 3 এর গুণিতক পাওয়ার সম্ভাবনা কত?,0.25,0.33,0.5,0.67,A,"3 এর গুণিতক = 4টি (3,6,9,12)। সম্ভাবনা = 4/12 ≈ 0.33",3
তথ্য-ভিত্তিক সম্ভাবনা,140,একটি স্কুলে 300 জন শিক্ষার্থীর মধ্যে 180 জন বিজ্ঞান পছন্দ করে। এলোমেলোভাবে 2 জন নির্বাচন করলে 1 জন বিজ্ঞান পছন্দ করবে এমন সম্ভাবনা কত?,0.48,0.5,0.52,0.55,A,সম্ভাবনা = (180/300)×(120/299)×2 ≈ 0.48,7
তথ্য-ভিত্তিক সম্ভাবনা,141,একটি মুদ্রা 5 বার নিক্ষেপ করলে ঠিক 3 বার টেইল পাওয়ার সম্ভাবনা কত?,0.25,0.31,0.5,0.6,B,সম্ভাবনা = 5C3 × (0.5)^5 = 10/32 ≈ 0.31,6
তথ্য-ভিত্তিক সম্ভাবনা,142,একটি কারখানায় 8% পণ্য ত্রুটিপূর্ণ। 5টি পণ্যের মধ্যে 2টি ত্রুটিপূর্ণ হওয়ার সম্ভাবনা কত?,0.05,0.06,0.07,0.08,A,সম্ভাবনা = 5C2 × (0.08)^2 × (0.92)^3 ≈ 0.06,8
তথ্য-ভিত্তিক সম্ভাবনা,143,একটি শ্রেণিতে 70% শিক্ষার্থী গণিত পছন্দ করে। 6 জনের মধ্যে 4 জন গণিত পছন্দ করবে এমন সম্ভাবনা কত?,0.3,0.32,0.35,0.4,B,সম্ভাবনা = 6C4 × (0.7)^4 × (0.3)^2 ≈ 0.32,8
তথ্য-ভিত্তিক সম্ভাবনা,144,একটি ড্রয়ারে 10টি সাদা ও 6টি কালো মোজা আছে। 4টি মোজা তুললে কমপক্ষে 2টি কালো হওয়ার সম্ভাবনা কত?,0.4,0.45,0.5,0.55,A,সম্ভাবনা = 1 - (0 কালো + 1 কালো) ≈ 0.45,8
তথ্য-ভিত্তিক সম্ভাবনা,145,একটি পাত্রে 4টি লাল ও 8টি নীল বল আছে। 4টি বল তুললে ভিন্ন রং হওয়ার সম্ভাবনা কত?,0.6,0.65,0.7,0.75,A,সম্ভাবনা = 1 - (সব লাল + সব নীল) ≈ 0.65,8
তথ্য-ভিত্তিক সম্ভাবনা,146,একটি পরীক্ষায় 90 জনের মধ্যে 72 জন পাস করেছে। এলোমেলোভাবে 4 জন নির্বাচন করলে কমপক্ষে 1 জন ফেল করবে এমন সম্ভাবনা কত?,0.5,0.55,0.6,0.65,A,ফেল করেছে 18 জন। সম্ভাবনা = 1 - (72C4/90C4) ≈ 0.55,8
তথ্য-ভিত্তিক সম্ভাবনা,147,একটি জরিপে দেখা গেল 40% শিক্ষার্থী ভূগোল পছন্দ করে। 5 জনের মধ্যে 3 জন ভূগোল পছন্দ করবে এমন সম্ভাবনা কত?,0.2,0.23,0.25,0.3,B,সম্ভাবনা = 5C3 × (0.4)^3 × (0.6)^2 ≈ 0.23,8
তথ্য-ভিত্তিক সম্ভাবনা,148,একটি পাই চার্টে 20% শিক্ষার্থী সঙ্গীত পছন্দ করে। 4 জনের মধ্যে 2 জন সঙ্গীত পছন্দ করবে এমন সম্ভাবনা কত?,0.15,0.2,0.25,0.3,A,সম্ভাবনা = 4C2 × (0.2)^2 × (0.8)^2 ≈ 0.15,7
তথ্য-ভিত্তিক সম্ভাবনা,149,একটি থলেতে 7টি সাদা ও 8টি কালো মার্বেল আছে। 3টি মার্বেল তুললে একই রং হওয়ার সম্ভাবনা কত?,0.45,0.5,0.55,0.6,A,সম্ভাবনা = (7C3 + 8C3)/15C3 = (35+56)/455 ≈ 0.45,7
তথ্য-ভিত্তিক সম্ভাবনা,150,একটি পাশা 180 বার নিক্ষেপে 35 বার 4 পড়েছে। পরীক্ষামূলক সম্ভাবনা কত?,0.19,0.2,0.21,0.22,A,পরীক্ষামূলক সম্ভাবনা = 35/180 ≈ 0.19,3
তথ্য-ভিত্তিক সম্ভাবনা,151,একটি শ্রেণিতে 50 জন শিক্ষার্থীর মধ্যে 30 জন ছেলে। এলোমেলোভাবে 5 জন নির্বাচন করলে কমপক্ষে 1 জন মেয়ে থাকবে এমন সম্ভাবনা কত?,0.95,0.96,0.97,0.98,D,কমপক্ষে 1 মেয়ে = 1 - সব ছেলে = 1 - (30C5/50C5) ≈ 0.98,9
তথ্য-ভিত্তিক সম্ভাবনা,152,একটি ব্যাগে 1 থেকে 18 পর্যন্ত নম্বরযুক্ত কার্ড আছে। 2 এর গুণিতক পাওয়ার সম্ভাবনা কত?,0.5,0.55,0.6,0.65,A,2 এর গুণিতক = 9টি। সম্ভাবনা = 9/18 = 0.5,3
তথ্য-ভিত্তিক সম্ভাবনা,153,একটি স্কুলে 400 জন শিক্ষার্থীর মধ্যে 240 জন বিজ্ঞান পছন্দ করে। এলোমেলোভাবে 3 জন নির্বাচন করলে 2 জন বিজ্ঞান পছন্দ করবে এমন সম্ভাবনা কত?,0.4,0.42,0.44,0.46,C,সম্ভাবনা = (240/400)×(239/399)×(160/398)×3 ≈ 0.44,8
তথ্য-ভিত্তিক সম্ভাবনা,154,একটি মুদ্রা 6 বার নিক্ষেপ করলে ঠিক 4 বার হেড পাওয়ার সম্ভাবনা কত?,0.23,0.25,0.27,0.3,A,সম্ভাবনা = 6C4 × (0.5)^6 = 15/64 ≈ 0.23,7
তথ্য-ভিত্তিক সম্ভাবনা,155,একটি কারখানায় 10% পণ্য ত্রুটিপূর্ণ। 6টি পণ্যের মধ্যে 3টি ত্রুটিপূর্ণ হওয়ার সম্ভাবনা কত?,0.01,0.02,0.03,0.04,A,সম্ভাবনা = 6C3 × (0.1)^3 × (0.9)^3 ≈ 0.01,9
তথ্য-ভিত্তিক সম্ভাবনা,156,একটি শ্রেণিতে 80% শিক্ষার্থী গণিত পছন্দ করে। 5 জনের মধ্যে 5 জন গণিত পছন্দ করবে এমন সম্ভাবনা কত?,0.3,0.32,0.35,0.4,B,সম্ভাবনা = (0.8)^5 ≈ 0.33,8
তথ্য-ভিত্তিক সম্ভাবনা,157,একটি ড্রয়ারে 12টি সাদা ও 8টি কালো মোজা আছে। 5টি মোজা তুললে কমপক্ষে 3টি কালো হওয়ার সম্ভাবনা কত?,0.25,0.3,0.35,0.4,A,সম্ভাবনা = (8C3×12C2 + 8C4×12C1 + 8C5)/20C5 ≈ 0.25,9
তথ্য-ভিত্তিক সম্ভাবনা,158,একটি পাত্রে 6টি লাল ও 10টি নীল বল আছে। 5টি বল তুললে ভিন্ন রং হওয়ার সম্ভাবনা কত?,0.6,0.65,0.7,0.75,A,সম্ভাবনা = 1 - (সব লাল + সব নীল) ≈ 0.65,9
তথ্য-ভিত্তিক সম্ভাবনা,159,একটি পরীক্ষায় 100 জনের মধ্যে 85 জন পাস করেছে। এলোমেলোভাবে 5 জন নির্বাচন করলে কমপক্ষে 1 জন ফেল করবে এমন সম্ভাবনা কত?,0.5,0.55,0.6,0.65,A,ফেল করেছে 15 জন। সম্ভাবনা = 1 - (85C5/100C5) ≈ 0.55,9
তথ্য-ভিত্তিক সম্ভাবনা,160,একটি জরিপে দেখা গেল 50% শিক্ষার্থী পদার্থবিদ্যা পছন্দ করে। 6 জনের মধ্যে 4 জন পদার্থবিদ্যা পছন্দ করবে এমন সম্ভাবনা কত?,0.23,0.25,0.27,0.3,A,সম্ভাবনা = 6C4 × (0.5)^6 = 15/64 ≈ 0.23,8
তথ্য-ভিত্তিক সম্ভাবনা,161,একটি পাই চার্টে 15% শিক্ষার্থী রসায়ন পছন্দ করে। 5 জনের মধ্যে 1 জন রসায়ন পছন্দ করবে এমন সম্ভাবনা কত?,0.35,0.4,0.45,0.5,B,সম্ভাবনা = 5C1 × (0.15)^1 × (0.85)^4 ≈ 0.4,7
তথ্য-ভিত্তিক সম্ভাবনা,162,একটি থলেতে 9টি সাদা ও 11টি কালো মার্বেল আছে। 4টি মার্বেল তুললে একই রং হওয়ার সম্ভাবনা কত?,0.4,0.45,0.5,0.55,A,সম্ভাবনা = (9C4 + 11C4)/20C4 ≈ 0.4,8
তথ্য-ভিত্তিক সম্ভাবনা,163,একটি পাশা 200 বার নিক্ষেপে 40 বার 2 পড়েছে। পরীক্ষামূলক সম্ভাবনা কত?,0.2,0.25,0.3,0.35,A,পরীক্ষামূলক সম্ভাবনা = 40/200 = 0.2,3
তথ্য-ভিত্তিক সম্ভাবনা,164,একটি শ্রেণিতে 60 জন শিক্ষার্থীর মধ্যে 36 জন ছেলে। এলোমেলোভাবে 6 জন নির্বাচন করলে কমপক্ষে 1 জন মেয়ে থাকবে এমন সম্ভাবনা কত?,0.95,0.96,0.97,0.98,D,কমপক্ষে 1 মেয়ে = 1 - সব ছেলে = 1 - (36C6/60C6) ≈ 0.98,9
তথ্য-ভিত্তিক সম্ভাবনা,165,একটি ব্যাগে 1 থেকে 20 পর্যন্ত নম্বরযুক্ত কার্ড আছে। 5 এর গুণিতক পাওয়ার সম্ভাবনা কত?,0.2,0.25,0.3,0.35,A,"5 এর গুণিতক = 4টি (5,10,15,20)। সম্ভাবনা = 4/20 = 0.2",3
তথ্য-ভিত্তিক সম্ভাবনা,166,একটি স্কুলে 500 জন শিক্ষার্থীর মধ্যে 300 জন বিজ্ঞান পছন্দ করে। এলোমেলোভাবে 4 জন নির্বাচন করলে 3 জন বিজ্ঞান পছন্দ করবে এমন সম্ভাবনা কত?,0.25,0.3,0.35,0.4,A,সম্ভাবনা = (300/500)×(299/499)×(298/498)×(200/497)×4 ≈ 0.25,8
