Subtopic,Question Number,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Difficulty Level
ভেক্টরের যোগ ও বিয়োগ,110,দুটি ভেক্টরের মান যথাক্রমে A ও B এবং মধ্যবর্তী কোণ θ হলে লব্ধির মান কত?,A + B,√(A² + B² + 2ABcosθ),A - B,কোনোটিই নয়,B,লব্ধির মান = √(A² + B² + 2ABcosθ),8
ভেক্টরের যোগ ও বিয়োগ,111,ভেক্টর বিয়োগ A - B = C হলে  C-এর মান সর্বোচ্চ কত?,A + B,A - B,√(A² + B²),0,A,C-এর সর্বোচ্চ মান = A + B,7
ভেক্টরের যোগ ও বিয়োগ,112,দুটি ভেক্টরের মধ্যবর্তী কোণ 90° এবং মান 6 ও 8 একক হলে লব্ধির মান কত?,10,14,2,√14,A,√(6² + 8²) = 10,8
ভেক্টরের যোগ ও বিয়োগ,113,ভেক্টর যোগের ক্ষেত্রে লব্ধির মান ভেক্টরদ্বয়ের বিয়োগফলের সমান হয় কখন?,0° কোণে,90° কোণে,180° কোণে,কোনোটিই নয়,C,180° কোণে লব্ধি = বিয়োগফল,8
ভেক্টরের যোগ ও বিয়োগ,114,দুটি ভেক্টরের লব্ধি A√3 এবং মধ্যবর্তী কোণ 30° হলে ভেক্টরদ্বয়ের মান কত?,A ও A,A ও 2A,2A ও 3A,A ও √2A,B,মান A ও 2A হলে লব্ধি A√3 হয়,8
ভেক্টরের যোগ ও বিয়োগ,115,ভেক্টর বিয়োগের ক্ষেত্রে লব্ধির দিক নির্ণয় করা যায় কীভাবে?,tanα = (Bsinθ)/(A - Bcosθ),tanα = (Asinθ)/(B - Acosθ),উভয়ই,কোনোটিই নয়,A,tanα = (Bsinθ)/(A - Bcosθ),9
ভেক্টরের যোগ ও বিয়োগ,116,দুটি ভেক্টরের মান যথাক্রমে 4 ও 5 একক এবং লব্ধি 7 একক হলে মধ্যবর্তী কোণ কত?,30°,45°,60°,90°,C,cosθ = 0.5 হলে θ = 60°,9
ভেক্টরের যোগ ও বিয়োগ,117,ভেক্টর যোগের ক্ষেত্রে লব্ধি সর্বদা কী ধরনের রাশি?,ভেক্টর,স্কেলার,উভয়ই,কোনোটিই নয়,A,লব্ধি সর্বদা ভেক্টর রাশি,9
ভেক্টরের যোগ ও বিয়োগ,118,দুটি ভেক্টরের মধ্যবর্তী কোণ θ = 0° হলে লব্ধির মান কত?,A + B,A - B,√(A² + B²),0,A,0° কোণে লব্ধি = যোগফল,3
ভেক্টরের যোগ ও বিয়োগ,119,ভেক্টর বিয়োগের ক্ষেত্রে লব্ধির মান সর্বদা কী ধরনের রাশি?,ভেক্টর,স্কেলার,উভয়ই,কোনোটিই নয়,A,বিয়োগফলও ভেক্টর রাশি,9
ভেক্টরের যোগ ও বিয়োগ,120,দুটি ভেক্টরের মান যথাক্রমে 7 ও 24 একক এবং লব্ধি 25 একক হলে মধ্যবর্তী কোণ কত?,0°,90°,180°,45°,B,7² + 24² = 25² হওয়ায় কোণ 90°,9
ভেক্টরের যোগ ও বিয়োগ,121,ভেক্টর যোগের ক্ষেত্রে লব্ধির মান সর্বোচ্চ হয় কখন?,0° কোণে,90° কোণে,180° কোণে,কোনোটিই নয়,A,0° কোণে লব্ধি সর্বোচ্চ,10
ভেক্টরের যোগ ও বিয়োগ,122,দুটি ভেক্টরের মধ্যবর্তী কোণ 180° হলে লব্ধির দিক কী?,বড় ভেক্টরের দিকে,ছোট ভেক্টরের দিকে,উভয়ের দিকে,কোনোটিই নয়,A,লব্ধির দিক বড় ভেক্টরের দিকে,10
ভেক্টরের যোগ ও বিয়োগ,123,ভেক্টর বিয়োগের ক্ষেত্রে লব্ধির মান সর্বনিম্ন হয় কখন?,0° কোণে,90° কোণে,180° কোণে,কোনোটিই নয়,C,180° কোণে বিয়োগফল সর্বনিম্ন,10
ভেক্টরের যোগ ও বিয়োগ,124,দুটি ভেক্টরের মান যথাক্রমে 8 ও 15 একক এবং লব্ধি 17 একক হলে মধ্যবর্তী কোণ কত?,0°,90°,180°,45°,B,8² + 15² = 17² হওয়ায় কোণ 90°,10
ভেক্টরের যোগ ও বিয়োগ,125,ভেক্টর যোগের ক্ষেত্রে লব্ধির মান √(A² + B²) হয় কখন?,0° কোণে,90° কোণে,180° কোণে,কোনোটিই নয়,B,90° কোণে লব্ধি = √(A² + B²),10
ভেক্টরের যোগ ও বিয়োগ,126,দুটি ভেক্টরের মধ্যবর্তী কোণ θ = 60° এবং মান A ও A হলে লব্ধির মান কত?,A,A√2,A√3,0,C,A√3 (∵ √(A² + A² + 2A²×0.5)),10
ভেক্টরের যোগ ও বিয়োগ,127,ভেক্টর বিয়োগের ক্ষেত্রে লব্ধির দিক বড় ভেক্টরের দিকে হয় কখন?,A > B,A < B,A = B,কোনোটিই নয়,A,A > B হলে বিয়োগফলের দিক A-এর দিকে,10
ভেক্টরের যোগ ও বিয়োগ,128,দুটি ভেক্টরের মান যথাক্রমে 9 ও 12 একক এবং লব্ধি 15 একক হলে মধ্যবর্তী কোণ কত?,0°,90°,180°,45°,B,9² + 12² = 15² হওয়ায় কোণ 90°,8
স্কেলার গুণন ও একক ভেক্টর,129,একক ভেক্টরের মান কত?,0,1,-1,অসীম,B,একক ভেক্টরের মান সর্বদা 1,1
স্কেলার গুণন ও একক ভেক্টর,130,যদি একটি ভেক্টরকে k দ্বারা গুণ করা হয়  তবে তার নতুন মান কত?,k × মূল মান,মূল মান / k,মূল মান + k,কোনোটিই নয়,A,স্কেলার গুণনে ভেক্টরের মান k গুণ হয়,1
স্কেলার গুণন ও একক ভেক্টর,131,ভেক্টর A = 3i + 4j এর একক ভেক্টর কী?,3i + 4j,(3i + 4j)/5,(3i + 4j)/7,কোনোটিই নয়,B,একক ভেক্টর = ভেক্টর/তার মান,1
স্কেলার গুণন ও একক ভেক্টর,132,k = -2 হলে  ভেক্টর A = i + j এর k গুণিত রূপ কী?,-2i - 2j,2i + 2j,-i - j,i + j,A,ঋণাত্মক স্কেলার দিক বিপরীত করে,1
স্কেলার গুণন ও একক ভেক্টর,133,একক ভেক্টর কী নির্দেশ করে?,শুধু দিক,শুধু মান,দিক ও মান উভয়,কোনোটিই নয়,C,একক ভেক্টরে মান (1) ও দিক উভয় থাকে,1
স্কেলার গুণন ও একক ভেক্টর,134,ভেক্টর A = 2i - 2j + k এর মান কত?,3,5,9,1,A,√(2² + (-2)² + 1²) = 3,1
স্কেলার গুণন ও একক ভেক্টর,135,ভেক্টর B = 4i + 3j এর একক ভেক্টর কী?,(4i + 3j)/7,(4i + 3j)/6,(4i + 3j)/5,(4i + 3j)/4,C,একক ভেক্টর = B/|B| = (4i + 3j)/5,2
স্কেলার গুণন ও একক ভেক্টর,136,যদি k = 0 হয়  তবে kA কী নির্দেশ করে?,A ভেক্টর,শূন্য ভেক্টর,একক ভেক্টর,কোনোটিই নয়,B,k = 0 হলে kA শূন্য ভেক্টর,2
স্কেলার গুণন ও একক ভেক্টর,137," i,j,k কী ধরনের ভেক্টর?",শূন্য ভেক্টর,একক ভেক্টর,ঋণাত্মক ভেক্টর,কোনোটিই নয়,B,"i,j k কার্তেসীয় একক ভেক্টর",2
স্কেলার গুণন ও একক ভেক্টর,138,k > 1 হলে  kA ভেক্টরের দিক কী?,A এর মতো,A এর বিপরীত,শূন্য,কোনোটিই নয়,A,k > 0 হলে দিক অপরিবর্তিত,3
স্কেলার গুণন ও একক ভেক্টর,139,ভেক্টর A = 5i এর একক ভেক্টর কী?,i,5i,i/5,কোনোটিই নয়,A,একক ভেক্টর = A/|A| = i,2
স্কেলার গুণন ও একক ভেক্টর,140,যদি A = 2i + 3j এবং B = 4A হয়  তবে B এর মান কত?,10,20,5√13,2√13,C,B = 4A ⇒ |B| = 4×√(2²+3²) = 4√13,2
স্কেলার গুণন ও একক ভেক্টর,141,ভেক্টর A = -3i + 4j এর একক ভেক্টরের মান কত?,1,5,7,0,A,যেকোনো একক ভেক্টরের মান 1,2
স্কেলার গুণন ও একক ভেক্টর,142,k = -1 হলে  kA ভেক্টরকে কী বলে?,A এর একক ভেক্টর,A এর ঋণাত্মক ভেক্টর,A এর স্কেলার গুণিতক,কোনোটিই নয়,B,k = -1 ⇒ kA = -A (A এর ঋণাত্মক ভেক্টর),3
স্কেলার গুণন ও একক ভেক্টর,143,ভেক্টর A = 2i - j + 2k এর সাথে সমান্তরাল একক ভেক্টর কী?,(2i - j + 2k)/3,(2i - j + 2k)/√9,(2i - j + 2k)/5,কোনোটিই নয়,A,একক ভেক্টর = A/|A| = (2i-j+2k)/3,3
স্কেলার গুণন ও একক ভেক্টর,144,একক ভেক্টর সর্বদা কী নির্দেশ করে?,শুধু মান,শুধু দিক,দিক ও মান উভয়,কোনোটিই নয়,C,একক ভেক্টরে মান (1) ও দিক উভয় থাকে,3
স্কেলার গুণন ও একক ভেক্টর,145,ভেক্টর A = i + 2j + 2k এর মান কত?,3,5,9,1,A,√(1² + 2² + 2²) = 3,3
স্কেলার গুণন ও একক ভেক্টর,146,যদি A = 4i - 3j হয় তাহলে 2A এর মান কত?,5,10,15,20,B,|2A| = 2×|A| = 2×5 = 10,3
স্কেলার গুণন ও একক ভেক্টর,147,ভেক্টর A = 3i + 4j এর দিকে একক ভেক্টর কী?,(3i + 4j)/7,(3i + 4j)/6,(3i + 4j)/5,(3i + 4j)/4,C,একক ভেক্টর = A/|A| = (3i+4j)/5,3
স্কেলার গুণন ও একক ভেক্টর,148,k < 0 হলে  kA ভেক্টরের দিক কী?,A এর মতো,A এর বিপরীত,অপরিবর্তিত,কোনোটিই নয়,B,k < 0 হলে দিক বিপরীত হয়,4
স্কেলার গুণন ও একক ভেক্টর,149,ভেক্টর A = 6i + 8j এর একক ভেক্টর কী?,(6i + 8j)/14,(6i + 8j)/12,(6i + 8j)/10,(6i + 8j)/5,C,একক ভেক্টর = A/|A| = (6i+8j)/10,4
স্কেলার গুণন ও একক ভেক্টর,150,ভেক্টর A = i - j + k এর সাথে সমান্তরাল একক ভেক্টর কী?,(i - j + k)/√3,(i - j + k)/3,i - j + k,কোনোটিই নয়,A,একক ভেক্টর = A/|A| = (i-j+k)/√3,4
স্কেলার গুণন ও একক ভেক্টর,151,যদি A = 2i + 3j - 6k হয়  তাহলে ½A এর মান কত?,7/2,7,3.5,1,C,|½A| = ½×√(2²+3²+6²) = ½×7 = 3.5,4
স্কেলার গুণন ও একক ভেক্টর,152,ভেক্টর A = 5k এর একক ভেক্টর কী?,k,5k,k/5,কোনোটিই নয়,A,একক ভেক্টর = A/|A| = k,4
স্কেলার গুণন ও একক ভেক্টর,153,k = 2 এবং A = i + j হলে ,√2,2√2,2,4,B,|kA| = 2×√(1²+1²) = 2√2,4
স্কেলার গুণন ও একক ভেক্টর,154,ভেক্টর A = -4i + 3j এর দিকে একক ভেক্টর কী?,(-4i + 3j)/7,(-4i + 3j)/6,(-4i + 3j)/5,(-4i + 3j)/4,C,একক ভেক্টর = A/|A| = (-4i+3j)/5,5
স্কেলার গুণন ও একক ভেক্টর,155,যদি A = 3i - 4j এবং B = -2A হয়  তবে B এর মান কত?,5,10,15,20,B,|B| = |-2A| = 2×|A| = 2×5 = 10,5
স্কেলার গুণন ও একক ভেক্টর,156,ভেক্টর A = 2i + 2j - k এর একক ভেক্টর কী?,(2i + 2j - k)/3,(2i + 2j - k)/√9,(2i + 2j - k)/5,কোনোটিই নয়,A,একক ভেক্টর = A/|A| = (2i+2j-k)/3,5
স্কেলার গুণন ও একক ভেক্টর,157,k = 0.5 হলে  kA ভেক্টরের দিক কী?,A এর মতো,A এর বিপরীত,শূন্য,কোনোটিই নয়,A,k > 0 হলে দিক অপরিবর্তিত,5
স্কেলার গুণন ও একক ভেক্টর,158,ভেক্টর A = 7j এর একক ভেক্টর কী?,j,7j,j/7,কোনোটিই নয়,A,একক ভেক্টর = A/|A| = j,5
স্কেলার গুণন ও একক ভেক্টর,159,যদি A = i + j + k এবং B = 3A হয়  তবে B এর মান কত?,3,3√3,9,√3,B,|B| = 3×√(1²+1²+1²) = 3√3,5
স্কেলার গুণন ও একক ভেক্টর,160,ভেক্টর A = -i + 2j + 2k এর একক ভেক্টর কী?,(-i + 2j + 2k)/3,(-i + 2j + 2k)/√9,(-i + 2j + 2k)/5,কোনোটিই নয়,A,একক ভেক্টর = A/|A| = (-i+2j+2k)/3,5
স্কেলার গুণন ও একক ভেক্টর,161,k = -3 হলে  kA ভেক্টরের মান কত?,3 × |A|,|A| / 3,|A|,কোনোটিই নয়,A,|kA| = |k|×|A| = 3×|A|,6
স্কেলার গুণন ও একক ভেক্টর,162,ভেক্টর A = 8i + 6j এর একক ভেক্টর কী?,(8i + 6j)/14,(8i + 6j)/12,(8i + 6j)/10,(8i + 6j)/5,C,একক ভেক্টর = A/|A| = (8i+6j)/10,6
স্কেলার গুণন ও একক ভেক্টর,163,যদি A = 4i - 3j + 5k হয়  তাহলে -A এর মান কত?,5√2,5,√50,কোনোটিই নয়,C,|-A| = |A| = √(4²+3²+5²) = √50,6
স্কেলার গুণন ও একক ভেক্টর,164,ভেক্টর A = 3i - 4j + 5k এর সাথে সমান্তরাল একক ভেক্টর কী?,(3i - 4j + 5k)/√50,(3i - 4j + 5k)/5,(3i - 4j + 5k)/10,কোনোটিই নয়,A,একক ভেক্টর = A/|A| = (3i-4j+5k)/√50,6
স্কেলার গুণন ও একক ভেক্টর,165,k = 1/|A| হলে  kA কী ধরনের ভেক্টর?,একক ভেক্টর,শূন্য ভেক্টর,ঋণাত্মক ভেক্টর,কোনোটিই নয়,A,kA = A/|A| = একক ভেক্টর,6
স্কেলার গুণন ও একক ভেক্টর,166,ভেক্টর A = 12i + 5j এর একক ভেক্টর কী?,(12i + 5j)/17,(12i + 5j)/15,(12i + 5j)/13,(12i + 5j)/10,C,একক ভেক্টর = A/|A| = (12i+5j)/13,6
স্কেলার গুণন ও একক ভেক্টর,167,যদি A = 2i + 3j - 6k এবং B = -½A হয়  তবে B এর মান কত?,3.5,7,14,1.75,A,|B| = |-½A| = ½×7 = 3.5,7
স্কেলার গুণন ও একক ভেক্টর,168,ভেক্টর A = -5i + 12j এর দিকে একক ভেক্টর কী?,(-5i + 12j)/17,(-5i + 12j)/15,(-5i + 12j)/13,(-5i + 12j)/10,C,একক ভেক্টর = A/|A| = (-5i+12j)/13,7
স্কেলার গুণন ও একক ভেক্টর,169,k = -4 হলে  kA ভেক্টরের দিক কী?,A এর মতো,A এর বিপরীত,অপরিবর্তিত,কোনোটিই নয়,B,k < 0 হলে দিক বিপরীত হয়,7
স্কেলার গুণন ও একক ভেক্টর,170,ভেক্টর A = i + j + k এর মান কত?,√3,3,1,0,A,√(1² + 1² + 1²) = √3,7
স্কেলার গুণন ও একক ভেক্টর,171,যদি A = 3i - 4j এবং B = 5A হয়  তবে B এর মান কত?,25,15,20,5,A,|B| = 5×|A| = 5×5 = 25,7
স্কেলার গুণন ও একক ভেক্টর,172,ভেক্টর A = 6i + 8j + 10k এর একক ভেক্টর কী?,(6i + 8j + 10k)/√200,(6i + 8j + 10k)/15,(6i + 8j + 10k)/10,কোনোটিই নয়,A,একক ভেক্টর = A/√(6²+8²+10²) = A/√200,7
স্কেলার গুণন ও একক ভেক্টর,173,k = 0.2 হলে  kA ভেক্টরের মান কত?,0.2 × |A|,5 × |A|,|A|,কোনোটিই নয়,A,|kA| = 0.2×|A|,8
স্কেলার গুণন ও একক ভেক্টর,174,ভেক্টর A = -2i + 2j + k এর একক ভেক্টর কী?,( -2i + 2j + k )/3,( -2i + 2j + k )/√9,( -2i + 2j + k )/5,কোনোটিই নয়,A,একক ভেক্টর = A/|A| = (-2i+2j+k)/3,8
স্কেলার গুণন ও একক ভেক্টর,175,যদি A = 5i - 12j হয় তাহলে -A/13 এর মান কত?,1,13,1/13,কোনোটিই নয়,A,|-A/13| = |A|/13 = 13/13 = 1,8
স্কেলার গুণন ও একক ভেক্টর,176,ভেক্টর A = 9i + 12j এর দিকে একক ভেক্টর কী?,(9i + 12j)/21,(9i + 12j)/18,(9i + 12j)/15,(9i + 12j)/12,C,একক ভেক্টর = A/|A| = (9i+12j)/15,8
স্কেলার গুণন ও একক ভেক্টর,177,k = -1/|A| হলে  kA কী ধরনের ভেক্টর?,একক ভেক্টর,A এর ঋণাত্মক একক ভেক্টর,শূন্য ভেক্টর,কোনোটিই নয়,B,kA = -A/|A| = ঋণাত্মক একক ভেক্টর,8
স্কেলার গুণন ও একক ভেক্টর,178,ভেক্টর A = 4i - 3j + 5k এর মান কত?,5√2,5,√50,কোনোটিই নয়,C,√(4² + (-3)² + 5²) = √50,8
স্কেলার গুণন ও একক ভেক্টর,179,যদি A = i + 2j + 2k এবং B = -3A হয়  তবে B এর মান কত?,3,9,6,12,B,|B| = 3×|A| = 3×3 = 9,9
স্কেলার গুণন ও একক ভেক্টর,180,ভেক্টর A = -6i + 8j এর একক ভেক্টর কী?,( -6i + 8j )/14,( -6i + 8j )/12,( -6i + 8j )/10,( -6i + 8j )/5,C,একক ভেক্টর = A/|A| = (-6i+8j)/10,9
স্কেলার গুণন ও একক ভেক্টর,181,k = 10 হলে  kA ভেক্টরের দিক কী?,A এর মতো,A এর বিপরীত,অপরিবর্তিত,কোনোটিই নয়,A,k > 0 হলে দিক অপরিবর্তিত,9
স্কেলার গুণন ও একক ভেক্টর,182,ভেক্টর A = 7i - 24j এর একক ভেক্টর কী?,(7i - 24j)/31,(7i - 24j)/25,(7i - 24j)/20,কোনোটিই নয়,B,একক ভেক্টর = A/|A| = (7i-24j)/25,9
স্কেলার গুণন ও একক ভেক্টর,183,যদি A = 2i - j + 2k হয় তাহলে 3A এর মান কত?,9,6,3,12,A,|3A| = 3×|A| = 3×3 = 9,9
স্কেলার গুণন ও একক ভেক্টর,184,ভেক্টর A = -i - j - k এর একক ভেক্টর কী?,( -i - j - k )/√3,( -i - j - k )/3,-i - j - k,কোনোটিই নয়,A,একক ভেক্টর = A/|A| = (-i-j-k)/√3,9
স্কেলার গুণন ও একক ভেক্টর,185,k = -0.5 হলে  kA ভেক্টরের মান কত?,0.5 × |A|,2 × |A|,|A|,কোনোটিই নয়,A,|kA| = 0.5×|A|,8
স্কেলার গুণন ও একক ভেক্টর,186,ভেক্টর A = 15i + 8j এর দিকে একক ভেক্টর কী?,(15i + 8j)/23,(15i + 8j)/20,(15i + 8j)/17,(15i + 8j)/15,C,একক ভেক্টর = A/|A| = (15i+8j)/17,10
স্কেলার গুণন ও একক ভেক্টর,187,যদি A = 3i + 4j এবং B = -2A হয়  তবে B এর মান কত?,5,10,15,20,B,|B| = 2×|A| = 2×5 = 10,10
স্কেলার গুণন ও একক ভেক্টর,188,ভেক্টর A = 24i + 7j এর একক ভেক্টর কী?,(24i + 7j)/31,(24i + 7j)/25,(24i + 7j)/20,কোনোটিই নয়,B,একক ভেক্টর = A/|A| = (24i+7j)/25,10
স্কেলার গুণন ও একক ভেক্টর,189,k = 1 হলে  kA ভেক্টর কী নির্দেশ করে?,A ভেক্টরই,একক ভেক্টর,শূন্য ভেক্টর,কোনোটিই নয়,A,k = 1 ⇒ kA = A,10
স্কেলার গুণন ও একক ভেক্টর,190,ভেক্টর A = -8i + 6j এর একক ভেক্টর কী?,( -8i + 6j )/14,( -8i + 6j )/12,( -8i + 6j )/10,( -8i + 6j )/5,C,একক ভেক্টর = A/|A| = (-8i+6j)/10,10
স্কেলার গুণন ও একক ভেক্টর,191,যদি A = i - j + k হয় তাহলে -2A এর মান কত?,2√3,4,2,√3,A,|-2A| = 2×√3 = 2√3,8
স্কেলার গুণন ও একক ভেক্টর,192,ভেক্টর A = 10i + 24j এর দিকে একক ভেক্টর কী?,(10i + 24j)/34,(10i + 24j)/26,(10i + 24j)/20,কোনোটিই নয়,B,একক ভেক্টর = A/|A| = (10i+24j)/26,7
জ্যামিতিতে ভেক্টরের প্রয়োগ,193,দুটি ভেক্টর a ও b সমান্তরাল হবে যদি?,a · b = 0,a × b = 0,a = b,কোনোটিই নয়,B,ভেক্টরদ্বয় সমান্তরাল হলে তাদের ক্রস গুণন শূন্য,1
জ্যামিতিতে ভেক্টরের প্রয়োগ,194,ত্রিভুজের ক্ষেত্রফল ভেক্টর পদ্ধতিতে কীভাবে নির্ণয় করা হয়?,|a · b|,½|a × b|,a × b,কোনোটিই নয়,B,ত্রিভুজের ক্ষেত্রফল = ½|a × b|,1
জ্যামিতিতে ভেক্টরের প্রয়োগ,195,একটি সমতলের ভেক্টর সমীকরণ কী ধরনের হয়?,r · n = d,r × n = d,r = a + tb,কোনোটিই নয়,A,সমতলের সমীকরণ: r · n = d,1
জ্যামিতিতে ভেক্টরের প্রয়োগ,196,দুটি সরলরেখার মধ্যবর্তী কোণ নির্ণয়ের সূত্র কী?,cosθ = (a · b)/|a||b|,sinθ = |a × b|/|a||b|,উভয়ই,কোনোটিই নয়,C,কোণ নির্ণয়ে ডট বা ক্রস গুণন ব্যবহার করা যায়,1
জ্যামিতিতে ভেক্টরের প্রয়োগ,197,একটি বিন্দু থেকে একটি সরলরেখার দূরত্ব নির্ণয়ের সূত্র কী?,|(a - p) × b|/|b|,|(a - p) · b|/|b|,|a × b|/|b|,কোনোটিই নয়,A,দূরত্ব = |(a - p) × b|/|b|,1
জ্যামিতিতে ভেক্টরের প্রয়োগ,198,ভেক্টর পদ্ধতিতে একটি রেখার দিক নির্ণয় করা যায় কীভাবে?,ডট গুণন দ্বারা,ক্রস গুণন দ্বারা,ভেক্টরের দিক অনুসারে,কোনোটিই নয়,C,রেখার দিক ভেক্টরের দিক অনুযায়ী,1
জ্যামিতিতে ভেক্টরের প্রয়োগ,199,দুটি সমতল সমান্তরাল হবে যদি তাদের স্বাভাবিক ভেক্টরদ্বয় কী হয়?,লম্ব,সমান্তরাল,সমান,কোনোটিই নয়,B,সমতল সমান্তরাল হলে স্বাভাবিক ভেক্টর সমান্তরাল,2
জ্যামিতিতে ভেক্টরের প্রয়োগ,200,একটি বিন্দু থেকে একটি সমতলের দূরত্ব নির্ণয়ের সূত্র কী?,|(a · n) - d|/|n|,|(a × n) - d|/|n|,|a - d|/|n|,কোনোটিই নয়,A,দূরত্ব = |(a · n) - d|/|n|,2
জ্যামিতিতে ভেক্টরের প্রয়োগ,201,ভেক্টর পদ্ধতিতে একটি রেখা ও সমতলের ছেদবিন্দু নির্ণয় করা যায় কীভাবে?,রেখার সমীকরণ সমতলে বসিয়ে,ক্রস গুণন করে,ডট গুণন করে,কোনোটিই নয়,A,রেখার সমীকরণ সমতলের সমীকরণে বসিয়ে,2
জ্যামিতিতে ভেক্টরের প্রয়োগ,202,দুটি ভেক্টরের মধ্যবর্তী কোণ 90° হলে তাদের ডট গুণন কত?,0,1,-1,কোনোটিই নয়,A,লম্ব ভেক্টরের ডট গুণন শূন্য,2
জ্যামিতিতে ভেক্টরের প্রয়োগ,203,একটি সমান্তরালগ্রামের ক্ষেত্রফল ভেক্টর পদ্ধতিতে কত?,a · b,|a × b|,½|a × b|,কোনোটিই নয়,B,সমান্তরালগ্রামের ক্ষেত্রফল = |a × b|,2
জ্যামিতিতে ভেক্টরের প্রয়োগ,204,ভেক্টর পদ্ধতিতে একটি রেখার সমীকরণে b ভেক্টর কী নির্দেশ করে?,স্থির বিন্দু,দিক ভেক্টর,ক্ষেত্রফল,কোনোটিই নয়,B,b ভেক্টর রেখার দিক নির্দেশ করে,2
জ্যামিতিতে ভেক্টরের প্রয়োগ,205,দুটি সমতলের মধ্যবর্তী কোণ নির্ণয়ের সূত্র কী?,cosθ = (n1 · n2)/|n1||n2|,sinθ = |n1 × n2|/|n1||n2|,tanθ = |n1 × n2|,কোনোটিই নয়,A,সমতলের কোণ: cosθ = (n1 · n2)/|n1||n2|,3
জ্যামিতিতে ভেক্টরের প্রয়োগ,206,একটি ভেক্টর রেখা ও সমতলের লম্ব হলে তাদের সম্পর্ক কী?,a · n = 0,a × n = 0,a = n,কোনোটিই নয়,A,রেখা ও সমতল লম্ব হলে a · n = 0,3
জ্যামিতিতে ভেক্টরের প্রয়োগ,207,ভেক্টর পদ্ধতিতে একটি ত্রিভুজের মধ্যমা নির্ণয় করা যায় কীভাবে?,দুটি বাহুর ভেক্টর যোগ করে,দুটি শীর্ষবিন্দুর ভেক্টরের গড় করে,ক্ষেত্রফল দিয়ে,কোনোটিই নয়,B,মধ্যমা = (A + B)/2,3
জ্যামিতিতে ভেক্টরের প্রয়োগ,208,দুটি সরলরেখা পরস্পরকে ছেদ করবে যদি?,a × b ≠ 0,a · b = 0,(a - b) × c = 0,কোনোটিই নয়,A,a × b ≠ 0 হলে ছেদ করবে,3
জ্যামিতিতে ভেক্টরের প্রয়োগ,209,একটি ঘনকের কর্ণের দৈর্ঘ্য ভেক্টর পদ্ধতিতে নির্ণয় করা যায় কীভাবে?,√(a² + b² + c²),a + b + c,a × b × c,কোনোটিই নয়,A,ঘনকের কর্ণ = √(a² + b² + c²),3
জ্যামিতিতে ভেক্টরের প্রয়োগ,210,ভেক্টর পদ্ধতিতে বৃত্তের সমীকরণ নির্ণয় করা যায় কীভাবে?,|r - a| = R,|r + a| = R,r · a = R,কোনোটিই নয়,A,বৃত্তের সমীকরণ: |r - a| = R,3
জ্যামিতিতে ভেক্টরের প্রয়োগ,211,দুটি ভেক্টরের ক্রস গুণনের ফলে কী পাওয়া যায়?,একটি স্কেলার রাশি,একটি ভেক্টর রাশি,একটি সমতল,কোনোটিই নয়,B,ক্রস গুণনের ফল একটি ভেক্টর,4
জ্যামিতিতে ভেক্টরের প্রয়োগ,212,একটি সমতলে অবস্থিত দুটি ভেক্টরের ক্রস গুণন কী নির্দেশ করে?,সমতলের ক্ষেত্রফল,সমতলের স্বাভাবিক ভেক্টর,সমতলের দূরত্ব,কোনোটিই নয়,B,সমতলের স্বাভাবিক ভেক্টর = a × b,4
জ্যামিতিতে ভেক্টরের প্রয়োগ,213,ভেক্টর পদ্ধতিতে একটি সরলরেখার ঢাল নির্ণয় করা যায় কীভাবে?,b2/b1,b1/b2,-b1/b2,কোনোটিই নয়,A,ঢাল = b2/b1 (দিক ভেক্টরের অনুপাত),4
জ্যামিতিতে ভেক্টরের প্রয়োগ,214,দুটি সমতল পরস্পর লম্ব হলে তাদের স্বাভাবিক ভেক্টরদ্বয়ের সম্পর্ক কী?,n1 · n2 = 0,n1 × n2 = 0,n1 = n2,কোনোটিই নয়,A,লম্ব সমতলের স্বাভাবিক ভেক্টরদ্বয় লম্ব,4
জ্যামিতিতে ভেক্টরের প্রয়োগ,215,ভেক্টর পদ্ধতিতে একটি গোলকের সমীকরণ কী?,|r - a|² = R²,|r + a|² = R²,r · a = R²,কোনোটিই নয়,A,গোলকের সমীকরণ: |r - a|² = R²,4
জ্যামিতিতে ভেক্টরের প্রয়োগ,216,দুটি সরলরেখার মধ্যবর্তী ন্যূনতম দূরত্ব নির্ণয়ের সূত্র কী?,|(a2 - a1) · (b1 × b2)|/|b1 × b2|,|(a2 - a1) × b|/|b|,|a1 × a2|/|b|,কোনোটিই নয়,A,ন্যূনতম দূরত্ব = |(a2 - a1) · (b1 × b2)|/|b1 × b2|,4
জ্যামিতিতে ভেক্টরের প্রয়োগ,217,ভেক্টর পদ্ধতিতে একটি রেখার y-অক্ষের সাথে কোণ নির্ণয় করা যায় কীভাবে?,cosθ = b2/|b|,sinθ = b1/|b|,tanθ = b1/b2,কোনোটিই নয়,A,y-অক্ষের সাথে কোণ: cosθ = b2/|b|,5
জ্যামিতিতে ভেক্টরের প্রয়োগ,218,একটি সমতলের স্বাভাবিক ভেক্টর কী নির্দেশ করে?,সমতলের দিক,সমতলের ক্ষেত্রফল,সমতলের দূরত্ব,কোনোটিই নয়,A,স্বাভাবিক ভেক্টর সমতলের দিক নির্দেশ করে,5
